-0.1467572,0.6186873,2.015531
-0.1467361,0.6186976,2.015554
-0.1466857,0.6187348,2.015801
-0.1466493,0.6188509,2.016021
-0.1466985,0.6188478,2.016187
-0.1466555,0.6189468,2.016448
-0.1465778,0.6189995,2.016591
-0.1466072,0.6191434,2.01683
-0.1467129,0.6193501,2.017371
-0.1467011,0.6193553,2.017386
-0.1466914,0.6193889,2.017454
-0.1468098,0.619616,2.018145
-0.1469287,0.6197143,2.018501
-0.1470491,0.619908,2.018876
-0.1472398,0.6200126,2.019346
-0.1473977,0.6200894,2.019605
-0.1475798,0.6203755,2.020146
-0.1478386,0.6206915,2.020659
-0.1479387,0.6209819,2.021232
-0.1481218,0.621021,2.021751
-0.1483427,0.6211371,2.022365
-0.1485359,0.6211769,2.022604
-0.1487194,0.6211911,2.02268
-0.1488498,0.6212825,2.022986
-0.1489344,0.6212369,2.023085
-0.1490462,0.6212577,2.023364
-0.1490313,0.6213219,2.023579
-0.1492762,0.6214198,2.02413
-0.1493762,0.6214863,2.024389
-0.1494805,0.6215704,2.024523
-0.1494887,0.6217113,2.024851
-0.1494824,0.6218569,2.025286
-0.149602,0.6220632,2.025849
-0.149613,0.6222206,2.026099
-0.149537,0.6222847,2.026282
-0.1495206,0.622428,2.026527
-0.1494329,0.6225327,2.026851
-0.1493004,0.6226402,2.02702
-0.1491761,0.6226417,2.027246
-0.1490788,0.6226467,2.027347
-0.1487217,0.622611,2.027689
-0.1483861,0.6226962,2.027992
-0.1482414,0.6227403,2.028323
-0.1479632,0.6227301,2.028641
-0.1475983,0.6228066,2.029252
-0.1471643,0.6226274,2.029551
-0.1469907,0.6226959,2.029969
-0.1468114,0.6225108,2.030051
-0.1466322,0.6224307,2.030268
-0.1463639,0.6224514,2.03059
-0.1462464,0.6223882,2.03075
-0.1458078,0.6221741,2.031204
-0.1454825,0.6220374,2.031663
-0.1450871,0.6220199,2.031949
-0.1449927,0.6220147,2.031984
-0.1447122,0.6219136,2.032059
-0.1446477,0.6218517,2.032133
-0.1446145,0.6218314,2.032252
-0.1445927,0.6218366,2.032293
-0.1445885,0.621823,2.032387
-0.1445293,0.621774,2.032442
-0.1445293,0.6217416,2.032538
-0.1445242,0.621717,2.032542
-0.1445105,0.621752,2.032622
-0.144441,0.6217454,2.032663
-0.1443752,0.6218174,2.032763
-0.1443514,0.6218265,2.032789
-0.1442968,0.6218224,2.032824
-0.1442959,0.621824,2.032823
-0.1442713,0.6218137,2.032847
-0.1441872,0.6217593,2.032845
-0.1441074,0.6217458,2.032936
-0.1440322,0.6217831,2.033014
-0.144035,0.6217824,2.033024
-0.1440043,0.6217721,2.033017
-0.1439708,0.6217598,2.032978
-0.1439827,0.621769,2.032993
-0.1439926,0.6218107,2.032958
-0.1439981,0.6218237,2.032955
-0.1440146,0.6219155,2.032975
-0.144058,0.6220029,2.033048
-0.1440257,0.6220372,2.033088
-0.143635,0.6219824,2.033107
-0.143403,0.6219769,2.033175
-0.1416876,0.6222742,2.033761
-0.1381982,0.622467,2.034913
-0.1333857,0.6226634,2.036258
-0.1286714,0.6230502,2.038241
-0.1244836,0.6231697,2.039528
-0.1189989,0.623557,2.041206
-0.1089443,0.6243072,2.044177
-0.1016557,0.6253598,2.046997
-0.09557354,0.6260725,2.049595
-0.08774287,0.6262313,2.053946
-0.08275062,0.6261306,2.055957
-0.07644192,0.6257518,2.057859
-0.07219729,0.6258942,2.05942
-0.06965092,0.6257999,2.060258
-0.06860445,0.6256521,2.060433
-0.0683727,0.6255029,2.060468
-0.06840834,0.6254784,2.060483
-0.0684967,0.6254581,2.060455
-0.0690471,0.6253724,2.060228
-0.07116163,0.6255589,2.060216
-0.07380207,0.6251833,2.059127
-0.07838175,0.6252329,2.058569
-0.0813465,0.6253832,2.059139
-0.08429626,0.6250247,2.058666
-0.08712444,0.6246271,2.058094
-0.0914167,0.6250404,2.058824
-0.09421289,0.6247995,2.058605
-0.0964371,0.6245461,2.058273
-0.09933759,0.6239731,2.057521
-0.1026516,0.6241443,2.057115
-0.1055155,0.6242774,2.056581
-0.1074719,0.6243005,2.055923
-0.1094791,0.6245731,2.055716
-0.1126531,0.6251946,2.055458
-0.114898,0.6256846,2.054689
-0.116364,0.6260281,2.053861
-0.1174224,0.6263946,2.053364
