HeadX, HeadY, HeadZ, ShoulderLeftX, ShoulderLeftY, ShoulderLeftZ, ShoulderRightX, ShoulderRightY, ShoulderRightZ, KneeLeftX, KneeLeftY, KneeLeftZ, KneeRightX, KneeRightY, KneeRightZ, ElbowLeftX, ElbowLeftY, ElbowLeftZ, ElbowRightX, ElbowRightY, ElbowRightZ, SpineX, SpineY, SpineZ, LeftHandX, LeftHandY, LeftHandZ, RightHandX, RightHandY, RightHandZ
0.01184673,0.8867168,1.704009,-0.2034921,0.6705994,1.607237,0.06534418,0.6391885,1.725672,-0.2385726,-0.08701672,1.472573,-0.003248011,-0.2211631,1.502541,-0.3801265,0.5156335,1.517746,0.09045499,0.3898398,1.784038,-0.06574429,0.7206158,1.668194,-0.3184173,0.5471696,1.336573,0.2374331,0.4230027,1.660437
0.01425487,0.8875175,1.703886,-0.2025453,0.6747606,1.608886,0.06863125,0.6421909,1.727979,-0.2381659,-0.08730076,1.473271,-0.002802282,-0.2202438,1.503733,-0.3776017,0.5156578,1.514632,0.09193795,0.4057518,1.787872,-0.06389658,0.7219743,1.668022,-0.3178492,0.5467944,1.336872,0.2949827,0.4392586,1.597617
0.01767645,0.8876789,1.703695,-0.2016619,0.6768453,1.60986,0.07063591,0.6438571,1.729065,-0.2378067,-0.08756673,1.47381,-0.001964143,-0.2201496,1.504771,-0.3762912,0.5113835,1.516781,0.09214733,0.412699,1.788228,-0.06223203,0.7228519,1.667972,-0.3159775,0.5460378,1.337922,0.2944474,0.4371752,1.600628
0.02100753,0.8884377,1.704169,-0.2005874,0.6782522,1.610737,0.07231213,0.6446121,1.729468,-0.2371644,-0.08753705,1.474791,-0.0007292922,-0.2197209,1.506072,-0.3720189,0.5109288,1.50878,0.0971294,0.4217346,1.7876,-0.06036984,0.7238604,1.668134,-0.3130043,0.544092,1.33899,0.2437706,0.4230199,1.661604
0.02707561,0.8890182,1.704823,-0.1988872,0.6795725,1.611967,0.08140326,0.6455281,1.731011,-0.2358321,-0.08717979,1.477335,0.002710883,-0.2195267,1.508977,-0.3457204,0.5105985,1.576445,0.1082201,0.4263995,1.785797,-0.05383231,0.7255427,1.66928,-0.3075208,0.5386661,1.344331,0.2821275,0.4342139,1.633719
0.03492758,0.8887656,1.704935,-0.1971856,0.6806731,1.613101,0.08235586,0.6461256,1.731662,-0.2341829,-0.08776485,1.481122,0.005377749,-0.2198908,1.510671,-0.3389525,0.5154275,1.595224,0.1082437,0.4137399,1.786174,-0.04886059,0.7258667,1.670011,-0.303838,0.5355679,1.346573,0.2841342,0.4353267,1.635274
0.04176016,0.8892484,1.705884,-0.1855624,0.6818053,1.61895,0.09579162,0.6472162,1.736009,-0.2301682,-0.08879186,1.487404,0.007676699,-0.2197672,1.512724,-0.3224461,0.5193266,1.627667,0.1155373,0.4085699,1.783998,-0.04259124,0.7262122,1.671718,-0.295725,0.5305675,1.352051,0.3243488,0.4500853,1.579061
0.04812016,0.8897282,1.706834,-0.1792603,0.6827712,1.621809,0.1007431,0.6467641,1.735729,-0.2283814,-0.08977927,1.490855,0.00979128,-0.2213494,1.513976,-0.3201,0.5188379,1.627851,0.1220971,0.4056914,1.783683,-0.03620121,0.7261219,1.673219,-0.2866373,0.5269029,1.353329,0.3282366,0.4583403,1.577034
0.05066844,0.8903522,1.708079,-0.1761555,0.6832108,1.623646,0.1044449,0.6467569,1.736633,-0.2273533,-0.09005311,1.493174,0.01117434,-0.2216227,1.51498,-0.3488354,0.4783807,1.610386,0.126088,0.4050339,1.783799,-0.03321304,0.726447,1.674432,-0.2834015,0.5273148,1.353021,0.330116,0.463417,1.577974
0.05267944,0.8906661,1.709373,-0.1737456,0.683141,1.625062,0.108257,0.6477936,1.739129,-0.2261313,-0.08709274,1.495067,0.01250231,-0.2240086,1.515699,-0.3131529,0.5136106,1.623608,0.1307008,0.404492,1.78302,-0.0313151,0.7264544,1.675848,-0.279337,0.5282345,1.351849,0.333638,0.4721826,1.568874
0.05362754,0.8913139,1.711289,-0.1726581,0.6829988,1.626493,0.109236,0.6473429,1.739415,-0.2249106,-0.0861923,1.497625,0.01334337,-0.2254016,1.516367,-0.314142,0.5134889,1.619209,0.144664,0.4101691,1.774133,-0.03027066,0.7266377,1.677615,-0.2719391,0.536144,1.34172,0.3329998,0.4937442,1.537869
0.0530855,0.8919696,1.713305,-0.1718633,0.6819046,1.627434,0.1099649,0.6473137,1.74069,-0.2245639,-0.08480149,1.498897,0.01374955,-0.2263696,1.516898,-0.3155275,0.5149519,1.609339,0.161006,0.419982,1.75591,-0.03085721,0.7266096,1.68038,-0.2619874,0.5497729,1.326555,0.3276855,0.509191,1.509931
0.04939729,0.8931619,1.717063,-0.1705155,0.6784546,1.628646,0.1097365,0.6472978,1.741492,-0.2262626,-0.08415645,1.501163,0.01374259,-0.2271516,1.51719,-0.3303692,0.5090281,1.556029,0.1722379,0.4336787,1.740002,-0.03407567,0.7264898,1.684352,-0.2501463,0.5654197,1.311931,0.3164663,0.5235323,1.486291
0.04477335,0.8943301,1.720545,-0.1697943,0.6757085,1.62918,0.1089257,0.6480545,1.743826,-0.2274011,-0.08374751,1.502301,0.01319441,-0.227668,1.518214,-0.3326276,0.5065514,1.557926,0.1736731,0.4366859,1.736282,-0.03705458,0.7264153,1.687132,-0.2437133,0.572144,1.306632,0.3104221,0.528506,1.479061
0.03536151,0.8958974,1.723987,-0.1709684,0.6690425,1.629124,0.1068488,0.648922,1.745753,-0.2309773,-0.08408318,1.505184,0.01192792,-0.2287788,1.519385,-0.3360511,0.5053788,1.55327,0.1735993,0.4455146,1.719924,-0.04141171,0.7262544,1.690244,-0.2310116,0.5856754,1.300797,0.2956708,0.5399486,1.464818
0.02803621,0.8960898,1.725492,-0.1734755,0.662141,1.628371,0.1031991,0.6496818,1.746891,-0.2340496,-0.08490938,1.506003,0.009903735,-0.2298761,1.520259,-0.3389128,0.5053053,1.550092,0.1740371,0.4451025,1.693573,-0.04656504,0.7262551,1.69245,-0.2220488,0.5940797,1.299004,0.2807453,0.5490957,1.454988
0.02217817,0.8961946,1.726675,-0.1750838,0.6598542,1.628085,0.09995884,0.6505982,1.747933,-0.2363893,-0.08508012,1.506657,0.007669372,-0.230544,1.520664,-0.3411534,0.5043699,1.546323,0.173313,0.4442005,1.686919,-0.05035946,0.7259024,1.693446,-0.2196665,0.5964671,1.298505,0.273933,0.5536706,1.452045
0.01815647,0.8964044,1.727196,-0.1774174,0.6574091,1.627596,0.09573872,0.6500565,1.747667,-0.238544,-0.08535663,1.506883,0.006089292,-0.231365,1.520847,-0.3434757,0.5030617,1.54398,0.1724562,0.4438907,1.681745,-0.05394723,0.7257386,1.694072,-0.2181814,0.5970948,1.297906,0.2687588,0.5567287,1.449861
0.01308936,0.8964083,1.727931,-0.1778678,0.6570117,1.627328,0.09307228,0.6505535,1.748192,-0.2404697,-0.08537777,1.506999,0.004923311,-0.2316155,1.521184,-0.3447134,0.5022337,1.543347,0.1709424,0.4441758,1.678638,-0.0569942,0.7253283,1.694596,-0.2187875,0.5983456,1.298915,0.2649433,0.5600644,1.448923
0.00965811,0.8966847,1.72797,-0.1791596,0.6558281,1.626539,0.09056586,0.6504802,1.74815,-0.2419689,-0.08545075,1.50691,0.00426719,-0.2318916,1.521301,-0.3456475,0.5014283,1.542065,0.1700194,0.4442199,1.67523,-0.06055027,0.7250867,1.694954,-0.2206248,0.597041,1.297814,0.2616394,0.5619728,1.446072
0.006647994,0.8968326,1.727532,-0.1806569,0.6548669,1.625704,0.08818774,0.6504235,1.748333,-0.2443948,-0.08504861,1.506554,0.003131744,-0.2319689,1.521716,-0.3466989,0.5006623,1.541804,0.1686049,0.4449446,1.673133,-0.06279009,0.7252364,1.69497,-0.2221962,0.5970042,1.29799,0.2598123,0.564029,1.445349
0.004015902,0.8971047,1.727556,-0.1817419,0.6543258,1.625324,0.08547083,0.6497891,1.747568,-0.245659,-0.08506894,1.506064,0.002355942,-0.2320883,1.521997,-0.3474021,0.4994619,1.541585,0.1677345,0.4450745,1.67242,-0.06439149,0.7253086,1.695085,-0.2251276,0.5963098,1.297585,0.2586287,0.56516,1.445211
0.001250249,0.89744,1.727693,-0.1837502,0.6532609,1.624454,0.08291239,0.6498945,1.747238,-0.2474417,-0.08488938,1.505227,0.001472824,-0.2321099,1.522257,-0.3489333,0.4979079,1.543406,0.166261,0.4453572,1.670296,-0.06669108,0.7255668,1.695142,-0.2300413,0.5959218,1.298769,0.2577585,0.5680376,1.445238
-0.001052636,0.8977954,1.727593,-0.1854295,0.6525078,1.623647,0.08088223,0.6503755,1.74701,-0.248788,-0.08496313,1.504416,0.001011936,-0.2321476,1.522453,-0.3501701,0.4962009,1.544024,0.1654088,0.4453551,1.669719,-0.06896805,0.7261077,1.69464,-0.2332555,0.5957916,1.299796,0.2577461,0.5707434,1.446707
-0.00357369,0.8983682,1.727946,-0.1869594,0.6517298,1.622832,0.07970187,0.6505129,1.74703,-0.2501367,-0.08497914,1.503732,0.0005002894,-0.2321585,1.522613,-0.351099,0.4949127,1.544273,0.1647132,0.4453126,1.669474,-0.07055817,0.7261418,1.694157,-0.2352781,0.5963054,1.300319,0.25828,0.5722158,1.448228
-0.005181286,0.8984287,1.727572,-0.1883514,0.6512184,1.621827,0.07879499,0.6506184,1.746918,-0.2504887,-0.08523913,1.50346,5.552638E-05,-0.2321381,1.52257,-0.3514782,0.4946738,1.545096,0.1636733,0.4450124,1.669619,-0.07210088,0.7262708,1.69355,-0.2373881,0.5958099,1.299999,0.259044,0.5739569,1.449251
-0.007237276,0.8985398,1.727128,-0.1897228,0.6508342,1.621245,0.07783375,0.6506477,1.746537,-0.2513291,-0.08545012,1.502697,-0.0004135196,-0.2319932,1.522628,-0.3516892,0.4946994,1.545675,0.1625623,0.444886,1.670037,-0.07395411,0.7264897,1.692833,-0.2408434,0.5974407,1.301849,0.2607761,0.5783492,1.453089
-0.00888726,0.898199,1.726125,-0.1904628,0.6508644,1.620587,0.07673312,0.6505986,1.745667,-0.2521536,-0.08571858,1.501746,-0.001105513,-0.2321592,1.522589,-0.3517265,0.4948292,1.545449,0.1614352,0.4446449,1.669889,-0.07532809,0.7266927,1.691956,-0.2424202,0.5986142,1.301727,0.2598231,0.580829,1.452141
-0.00977134,0.8981503,1.725622,-0.1917255,0.650718,1.619493,0.07607346,0.6506315,1.745254,-0.2525261,-0.0859086,1.501418,-0.001325102,-0.2321074,1.522501,-0.3517251,0.494975,1.545337,0.1608931,0.4443707,1.669828,-0.07613885,0.7266452,1.691275,-0.2431614,0.599078,1.301646,0.2601888,0.5825577,1.450891
-0.01063333,0.8983398,1.724953,-0.1929771,0.6504384,1.618835,0.07502257,0.6504983,1.744022,-0.252819,-0.08606835,1.500796,-0.001665052,-0.232185,1.52243,-0.351995,0.4948044,1.545519,0.160368,0.4442529,1.669278,-0.07672808,0.7269027,1.690459,-0.2431102,0.6001675,1.301383,0.2596401,0.583772,1.449338
-0.01159379,0.8982607,1.724356,-0.1935389,0.650234,1.617908,0.07405253,0.6501002,1.742588,-0.2531475,-0.08661816,1.500346,-0.001837039,-0.2325748,1.522362,-0.3522549,0.4945878,1.545591,0.1599707,0.4443119,1.668085,-0.07721259,0.727019,1.690067,-0.2427811,0.6014712,1.301347,0.2594155,0.584927,1.447717
-0.0122966,0.8983791,1.72367,-0.1939157,0.6501426,1.617038,0.07348595,0.6502144,1.74168,-0.2535908,-0.08688147,1.499959,-0.002006057,-0.2328596,1.522293,-0.3524113,0.4944465,1.545644,0.1594906,0.444677,1.666928,-0.0774929,0.7271308,1.689513,-0.24352,0.6020893,1.300659,0.2595292,0.586323,1.446431
-0.01269653,0.8983126,1.722823,-0.1952139,0.6561584,1.615034,0.07341976,0.6503073,1.740755,-0.2538162,-0.08663057,1.499359,-0.002249932,-0.2325172,1.522189,-0.3526006,0.4941258,1.5452,0.159036,0.4449033,1.666129,-0.07470202,0.7270854,1.685577,-0.2432925,0.6015317,1.299783,0.2599558,0.586013,1.444769
-0.01321973,0.8981491,1.722009,-0.1959344,0.6589167,1.614154,0.07342473,0.6504147,1.740269,-0.2539708,-0.08639125,1.498814,-0.002449697,-0.2323675,1.522119,-0.3527114,0.4940073,1.545008,0.158774,0.4454079,1.664387,-0.07341051,0.7270163,1.683608,-0.2434487,0.6016333,1.299411,0.2600407,0.5867665,1.443408
-0.01351818,0.8980334,1.721434,-0.1958587,0.6573559,1.6133,0.07321305,0.6506644,1.740103,-0.2541883,-0.08660754,1.498385,-0.002636536,-0.2325523,1.522099,-0.3528866,0.4938239,1.544551,0.1586485,0.4457327,1.66372,-0.07418679,0.7269786,1.683587,-0.2434161,0.6018596,1.298551,0.2610149,0.5871062,1.443815
-0.01388172,0.8979546,1.720657,-0.1964598,0.6593682,1.612702,0.07318876,0.6507201,1.739452,-0.2542186,-0.08646691,1.498003,-0.002883714,-0.2323701,1.521907,-0.3530201,0.4935894,1.543793,0.1585162,0.4462962,1.662412,-0.07316551,0.7268117,1.682048,-0.2428544,0.6016904,1.296988,0.2611132,0.586485,1.441515
-0.01443212,0.897931,1.719905,-0.1967658,0.6607603,1.612408,0.07317024,0.6508463,1.739113,-0.2542746,-0.08622988,1.497757,-0.003084078,-0.2322122,1.521941,-0.3531713,0.4933853,1.543621,0.1584429,0.44645,1.661824,-0.07260316,0.7268587,1.681091,-0.2426733,0.601468,1.296589,0.2611752,0.5864736,1.442472
-0.01489154,0.8977613,1.718892,-0.1969634,0.6615946,1.612015,0.07316914,0.6512097,1.738743,-0.2543105,-0.08615952,1.497358,-0.003228762,-0.2321949,1.521959,-0.3538585,0.4924733,1.541758,0.158432,0.4465587,1.661053,-0.07212356,0.7268026,1.68031,-0.2431336,0.600771,1.296362,0.2613552,0.5858998,1.441388
-0.01517455,0.8977415,1.718466,-0.1971197,0.6622527,1.611777,0.0731409,0.6514058,1.738414,-0.2544224,-0.08609333,1.497061,-0.00341203,-0.2322007,1.521778,-0.3541803,0.4919314,1.541063,0.1583804,0.446608,1.660923,-0.07172675,0.7267807,1.679803,-0.242935,0.6011204,1.295826,0.2612453,0.5857971,1.441612
-0.01549702,0.8975098,1.717599,-0.1972654,0.6626379,1.61151,0.07314484,0.6516016,1.738188,-0.2543044,-0.08603527,1.496235,-0.003568666,-0.2320957,1.521607,-0.3545344,0.4913532,1.540895,0.1583266,0.4465969,1.660829,-0.07154147,0.726758,1.679214,-0.2429471,0.6000085,1.294585,0.2615422,0.5855439,1.440614
-0.01592404,0.8974896,1.717366,-0.1974383,0.6632134,1.611399,0.07310624,0.6517397,1.737951,-0.2542608,-0.0859703,1.495947,-0.003717551,-0.2320138,1.521482,-0.3545637,0.4913637,1.540892,0.1579856,0.4462867,1.66105,-0.07134976,0.7267418,1.67882,-0.2439799,0.6015018,1.295999,0.2622496,0.5870443,1.441539
-0.01627805,0.8973049,1.716913,-0.1976253,0.6634753,1.611289,0.07304443,0.6517574,1.737632,-0.2542209,-0.08596759,1.495695,-0.003918128,-0.2319351,1.52119,-0.3546063,0.4913456,1.540886,0.157759,0.4468448,1.66037,-0.07125705,0.7267017,1.678589,-0.2443457,0.602782,1.295645,0.2616871,0.5871027,1.441518
-0.01644042,0.897308,1.716773,-0.1977565,0.6637272,1.611153,0.07296904,0.6518971,1.737335,-0.2544058,-0.08587389,1.495091,-0.004052217,-0.2317687,1.520917,-0.3543952,0.4917103,1.542382,0.1575444,0.447181,1.659775,-0.07121036,0.7266779,1.678187,-0.2447278,0.6026331,1.295604,0.2612329,0.5878547,1.43973
-0.01678048,0.8972873,1.716598,-0.1979284,0.6640093,1.611061,0.07291424,0.6519935,1.737093,-0.2544093,-0.08573539,1.495053,-0.004248106,-0.2316229,1.520727,-0.3544368,0.4917275,1.542359,0.1572756,0.4474866,1.659092,-0.0711877,0.7266521,1.677927,-0.2457519,0.6030387,1.296233,0.2610698,0.5880898,1.440128
-0.0168956,0.897248,1.716496,-0.1980682,0.664255,1.610944,0.07284831,0.6520883,1.736817,-0.2545993,-0.08582216,1.494747,-0.004371066,-0.2315665,1.520426,-0.3552233,0.4908644,1.541371,0.1570122,0.447638,1.658708,-0.0711875,0.7266505,1.677616,-0.2462151,0.6025807,1.294294,0.2604887,0.587468,1.439145
-0.01724926,0.8973287,1.71624,-0.1982571,0.6644536,1.610877,0.07278255,0.6521786,1.736635,-0.2550569,-0.08568469,1.494192,-0.004436022,-0.2314028,1.520371,-0.3556819,0.490526,1.541182,0.1569376,0.4477181,1.658624,-0.07121071,0.7266377,1.677363,-0.2470468,0.6031957,1.295974,0.2608432,0.5883474,1.439601
-0.01778857,0.8975669,1.71623,-0.1984725,0.6647202,1.610807,0.07263339,0.6521153,1.73627,-0.2552164,-0.08575828,1.493938,-0.004536835,-0.2314071,1.520294,-0.3557466,0.4905886,1.541159,0.1567141,0.4478067,1.65837,-0.07122009,0.7266347,1.677145,-0.247399,0.6032969,1.29544,0.2605706,0.5884248,1.439279
-0.01810027,0.8977093,1.716267,-0.198708,0.6650216,1.610739,0.07258816,0.6521332,1.736161,-0.2553404,-0.08569134,1.493827,-0.004620519,-0.2313119,1.520184,-0.355655,0.4910308,1.542289,0.1564457,0.4479962,1.657755,-0.07121981,0.7266555,1.67697,-0.2478459,0.6031718,1.295813,0.2603845,0.5881723,1.439602
-0.01832096,0.8977338,1.716266,-0.2002494,0.6604481,1.610414,0.0719312,0.6524791,1.735956,-0.2555733,-0.08604819,1.49367,-0.004764954,-0.23154,1.520242,-0.3557372,0.4911869,1.542182,0.1562727,0.4481494,1.657469,-0.07474817,0.7263946,1.677585,-0.2485135,0.6037382,1.296927,0.2602557,0.5885352,1.440849
-0.01841607,0.8977041,1.716196,-0.2009253,0.6584017,1.609852,0.07133191,0.6527765,1.735665,-0.2558774,-0.08631036,1.49349,-0.004766136,-0.2317645,1.520192,-0.3561537,0.4909142,1.541787,0.156095,0.4483489,1.657085,-0.07695033,0.7264183,1.677935,-0.2488825,0.6036297,1.29655,0.2604463,0.5885503,1.440402
-0.01854959,0.8977388,1.716229,-0.2010021,0.6573699,1.609832,0.07074043,0.6529707,1.735422,-0.2560777,-0.08655248,1.493539,-0.004776878,-0.2318251,1.520088,-0.3563493,0.4909182,1.542108,0.1559594,0.4483899,1.657092,-0.07820982,0.726517,1.678288,-0.2491334,0.603654,1.297368,0.2605681,0.5884718,1.44086
-0.01887964,0.8978516,1.716356,-0.2010897,0.6568245,1.609923,0.07032853,0.6532682,1.73543,-0.2562461,-0.08674163,1.493575,-0.004809077,-0.2319041,1.520045,-0.3563785,0.4909213,1.54223,0.1558517,0.4484914,1.656898,-0.07925487,0.7266508,1.678718,-0.2490734,0.6036209,1.298323,0.2605594,0.5885043,1.441262
-0.01928865,0.8978747,1.716305,-0.2010701,0.6591337,1.610153,0.07036774,0.6531899,1.735337,-0.2562434,-0.08674159,1.493544,-0.004835792,-0.2318588,1.519966,-0.3565191,0.4907294,1.541914,0.1558256,0.4485052,1.656898,-0.07805995,0.7266389,1.678197,-0.2489803,0.6037397,1.297431,0.2607138,0.5883816,1.440621
-0.02000074,0.8978975,1.716416,-0.2011842,0.658032,1.610089,0.06997848,0.6534694,1.735158,-0.2566176,-0.08733486,1.493492,-0.004843506,-0.2320218,1.519872,-0.3567578,0.4905256,1.542051,0.1558094,0.4485243,1.656923,-0.07880285,0.7264807,1.678608,-0.2486592,0.6040665,1.298225,0.2611921,0.5891525,1.442119
-0.02056137,0.8980024,1.716939,-0.2013722,0.6573114,1.610286,0.06979158,0.6534048,1.73525,-0.2564629,-0.08746356,1.493451,-0.004948917,-0.2321691,1.519897,-0.3568234,0.4904958,1.542192,0.1557832,0.4485531,1.656979,-0.07993912,0.7266951,1.679294,-0.2503392,0.6052101,1.299422,0.2626061,0.588978,1.443259
-0.02149023,0.898272,1.717844,-0.2015454,0.6567475,1.610433,0.06958388,0.6533738,1.735331,-0.2565173,-0.08748507,1.49343,-0.004960554,-0.2321843,1.519877,-0.3569864,0.4902452,1.542146,0.1557578,0.448603,1.657025,-0.08110753,0.7269852,1.680195,-0.2504248,0.6058053,1.300348,0.2635713,0.5891506,1.444248
-0.02197187,0.8984241,1.718614,-0.2016578,0.656395,1.610739,0.0694097,0.6536585,1.735617,-0.2565515,-0.08750673,1.493471,-0.00495211,-0.2321686,1.519895,-0.3569474,0.4902945,1.542379,0.1558314,0.4487053,1.65727,-0.08199264,0.7272782,1.68102,-0.2496099,0.6070272,1.300876,0.2634973,0.5894545,1.445589
-0.02210434,0.8985348,1.718963,-0.2017828,0.6561248,1.611109,0.06929215,0.6537462,1.735811,-0.2566009,-0.08768734,1.493491,-0.00495057,-0.2322049,1.519829,-0.3570824,0.4900183,1.542394,0.155807,0.4487286,1.65733,-0.08257273,0.7272806,1.681623,-0.2486989,0.6068057,1.300684,0.2639586,0.5889564,1.445881
-0.02209688,0.8985817,1.719229,-0.2017331,0.6560349,1.611256,0.06916177,0.6535004,1.735861,-0.2566607,-0.08775143,1.493507,-0.004949817,-0.2322585,1.519811,-0.3570041,0.4901412,1.542458,0.1557629,0.4487104,1.657406,-0.08287489,0.7271938,1.682041,-0.2485404,0.6073101,1.301282,0.2639169,0.5886554,1.446291
-0.02222498,0.8986884,1.719491,-0.2017966,0.6558152,1.611431,0.0690572,0.6533855,1.735896,-0.2568147,-0.08789299,1.493591,-0.004948365,-0.2323305,1.519791,-0.3569888,0.4901913,1.542555,0.1556635,0.4486641,1.657524,-0.0831068,0.7273195,1.682386,-0.2485978,0.6077226,1.30158,0.2642805,0.5888394,1.44607
-0.02236717,0.8987284,1.719849,-0.2020115,0.6556174,1.61171,0.06895069,0.6535783,1.736086,-0.2568118,-0.08799104,1.493676,-0.004947258,-0.232342,1.519775,-0.3567705,0.49055,1.543141,0.1556164,0.4486719,1.657586,-0.08334757,0.7273205,1.682783,-0.2489125,0.6072714,1.301839,0.2640511,0.5887313,1.445499
-0.02248019,0.898787,1.720222,-0.2021938,0.6554266,1.61207,0.06881288,0.6536421,1.736339,-0.2568454,-0.08800978,1.493701,-0.004936815,-0.232341,1.519782,-0.356809,0.4905146,1.543122,0.1554751,0.4485739,1.658116,-0.08356684,0.7272933,1.683112,-0.2484917,0.6083769,1.302171,0.2644501,0.5881251,1.44823
-0.02259231,0.8988703,1.720704,-0.2024162,0.6553625,1.61226,0.0686321,0.6535569,1.736485,-0.2568004,-0.08805688,1.493753,-0.004915686,-0.2323253,1.519686,-0.3568143,0.4904303,1.543099,0.1554402,0.4485497,1.658166,-0.08406874,0.727586,1.683619,-0.2482881,0.6077858,1.301532,0.2644372,0.5880904,1.447606
-0.02284833,0.8988263,1.720999,-0.2025062,0.6552501,1.612406,0.06855543,0.653442,1.736689,-0.2568358,-0.08808792,1.493713,-0.004893498,-0.2323459,1.51963,-0.357003,0.4901031,1.542966,0.1553948,0.4485364,1.658259,-0.08426546,0.7274639,1.683838,-0.2485583,0.6077938,1.301317,0.2645095,0.5880584,1.44758
-0.02304585,0.898957,1.72125,-0.2025198,0.655133,1.612628,0.06845199,0.6533863,1.736784,-0.2569255,-0.08810876,1.493654,-0.004859504,-0.232403,1.519551,-0.3570277,0.4900439,1.542987,0.155344,0.4485149,1.658335,-0.084548,0.727414,1.684138,-0.248782,0.6081107,1.302072,0.2649849,0.5885206,1.448524
-0.02321551,0.8989917,1.721573,-0.2027328,0.6550351,1.612986,0.06827153,0.6534727,1.73709,-0.2569493,-0.08817407,1.493709,-0.004847428,-0.2324212,1.519539,-0.3569699,0.4901757,1.543409,0.155231,0.4484318,1.658686,-0.08475967,0.7273582,1.684539,-0.2489153,0.6078812,1.302268,0.264843,0.5886893,1.449191
