TimeStamp, FrameNoHeadX, HeadY, HeadZ, ShoulderLeftX, ShoulderLeftY, ShoulderLeftZ, ShoulderRightX, ShoulderRightY, ShoulderRightZ, ShoulderCenterX, ShoulderCenterY, ShoulderCenterZ, KneeLeftX, KneeLeftY, KneeLeftZ, KneeRightX, KneeRightY, KneeRightZ, ElbowLeftX, ElbowLeftY, ElbowLeftZ, ElbowRightX, ElbowRightY, ElbowRightZ, SpineX, SpineY, SpineZ, LeftHandX, LeftHandY, LeftHandZ, RightHandX, RightHandY, RightHandZ, LeftFootX, LeftFootY, LeftFootZ, RightFootX, RightFootY, RightFootZ
1,19,0.1040799,0.9148625,2.188164,-0.04765929,0.6225488,2.183828,0.2897752,0.6332595,2.145997,0.1200543,0.6855732,2.184898,-0.0440354,-0.2384194,2.063001,0.2519907,-0.2105433,1.967646,-0.06981345,0.3886613,2.046237,0.3849038,0.406969,2.032531,0.1135931,0.4477461,2.160595,0.02580613,0.205291,1.844465,0.2529106,0.2439236,1.812833,-0.1293111,-0.6641172,2.027704,0.3006437,-0.6283447,1.865388
1,20,0.1219809,0.9163174,2.170599,-0.03777262,0.6258408,2.184216,0.3072056,0.6342902,2.141897,0.1355083,0.6877059,2.169804,-0.04047798,-0.2426019,2.050882,0.2552389,-0.2118168,1.965153,-0.08014609,0.3711342,2.098524,0.4096191,0.3980285,2.05923,0.1246798,0.4496064,2.149227,0.0154711,0.1868776,1.907442,0.2697064,0.2275336,1.871742,-0.1289744,-0.6646485,2.02682,0.3024502,-0.6307757,1.863818
1,21,0.1381276,0.9206964,2.150316,-0.02856955,0.6313439,2.18351,0.3235034,0.6381518,2.139086,0.1487518,0.6905553,2.154154,-0.03629245,-0.2407005,2.034589,0.2574221,-0.2137679,1.962306,-0.07372332,0.4119065,2.19816,0.4342446,0.4528764,2.15433,0.1361839,0.4536095,2.136295,0.0154344,0.2041775,1.963507,0.2822944,0.224264,1.942206,-0.1263941,-0.6611038,2.021503,0.3042109,-0.6330054,1.86284
1,22,0.1495724,0.923257,2.12906,-0.01991632,0.6402305,2.18498,0.3371218,0.6446636,2.135728,0.1585294,0.6942679,2.14066,-0.03363125,-0.2353362,2.016535,0.2581316,-0.2149591,1.961123,-0.07868092,0.4257737,2.231448,0.4594201,0.4593527,2.176875,0.1442438,0.4585517,2.126229,-0.02112566,0.1976095,1.990199,0.3256108,0.2735737,1.970298,-0.1265069,-0.65683,2.013221,0.3049764,-0.6337371,1.862662
1,23,0.1568463,0.9258199,2.115986,-0.01045666,0.6512952,2.182573,0.3470089,0.6528341,2.131206,0.1679942,0.6973799,2.125007,-0.03386991,-0.2361256,2.004071,0.2585067,-0.2149937,1.960667,-0.08528513,0.4593231,2.270298,0.4881539,0.4926233,2.2029,0.1512626,0.4634168,2.115632,-0.05986178,0.2637297,2.02501,0.3394352,0.2992972,2.000015,-0.1207085,-0.6495257,1.992799,0.3056763,-0.6346226,1.862909
1,24,0.1631243,0.9297168,2.103941,-0.004512647,0.6643772,2.180341,0.3544151,0.6622706,2.128073,0.1720506,0.7016478,2.117433,-0.03381438,-0.2303399,1.989387,0.2590796,-0.2130881,1.960305,-0.07920163,0.4823854,2.27563,0.5029959,0.5113686,2.212549,0.1547202,0.4689129,2.109409,-0.05736097,0.3024125,2.061084,0.3287295,0.3178778,2.011518,-0.111154,-0.6440117,1.973221,0.3061123,-0.6352005,1.862769
1,25,0.1667286,0.9322928,2.094455,-0.00283228,0.6772917,2.18224,0.3567601,0.6712671,2.122972,0.1750455,0.7057393,2.110418,-0.03465448,-0.2122287,1.971546,0.2591217,-0.2119239,1.96035,-0.09403503,0.526135,2.285283,0.5220307,0.541253,2.213972,0.1579145,0.4748563,2.10395,-0.05104168,0.3311399,2.067414,0.3578333,0.3705032,2.031559,-0.1008523,-0.6400336,1.951411,0.3064004,-0.6357592,1.86298
1,26,0.1678358,0.9350998,2.087742,-0.004519619,0.7036699,2.174821,0.3573032,0.6945507,2.115911,0.1769848,0.7130848,2.103256,-0.03622177,-0.2040349,1.957211,0.2577564,-0.2082684,1.959342,-0.1366599,0.5764293,2.254082,0.5318302,0.5849635,2.169033,0.1587094,0.4855571,2.097591,0.001258013,0.4568132,2.052426,0.3564774,0.4579953,1.995786,-0.09876622,-0.6209322,1.879961,0.3058013,-0.6352819,1.864168
1,27,0.1671818,0.9356239,2.086742,-0.00741263,0.7096197,2.171465,0.3574989,0.6987156,2.116607,0.1762265,0.7161045,2.102225,-0.03664343,-0.2006083,1.949683,0.256315,-0.205762,1.957935,-0.1403077,0.5642108,2.20519,0.5322915,0.5910841,2.140747,0.1572512,0.4900883,2.096157,0.08795337,0.4737301,2.005124,0.3085772,0.472988,1.969223,-0.0988519,-0.6164374,1.866654,0.3055435,-0.6348403,1.864995
1,28,0.1653281,0.9369099,2.087503,-0.01400683,0.7156811,2.164197,0.3569214,0.6989567,2.116314,0.1736077,0.7194471,2.102783,-0.03749148,-0.1995976,1.942441,0.2548504,-0.2043372,1.956569,-0.1619259,0.5627117,2.181828,0.5277791,0.5921643,2.094252,0.154304,0.493499,2.095886,0.08222079,0.5070567,1.989145,0.3222083,0.5147959,1.941993,-0.09958465,-0.618507,1.848707,0.3059624,-0.6354522,1.865035
1,29,0.1597138,0.9400777,2.092657,-0.02301294,0.7115383,2.150543,0.351161,0.7005235,2.114998,0.1684701,0.7214661,2.104747,-0.03937363,-0.2003048,1.934598,0.2527877,-0.2036368,1.954726,-0.1694672,0.534741,2.123061,0.506689,0.5794991,2.049618,0.1509421,0.4944984,2.095681,0.06579261,0.546966,1.952994,0.3047042,0.5242316,1.881593,-0.09836479,-0.6191208,1.840193,0.3061018,-0.635788,1.865011
1,30,0.1526904,0.9396801,2.100684,-0.03398345,0.701117,2.13509,0.3412455,0.70161,2.115648,0.1604804,0.7198656,2.108878,-0.04086304,-0.2002848,1.926846,0.2502423,-0.2034729,1.95242,-0.1721445,0.5078573,2.078163,0.483595,0.5586373,2.012141,0.1454758,0.4927252,2.095505,0.04812941,0.5497962,1.910565,0.2769927,0.5238445,1.823542,-0.09733517,-0.6194925,1.839345,0.3060914,-0.6353033,1.865359
2,31,0.140991,0.9354026,2.113309,-0.04339999,0.6864128,2.122107,0.3243963,0.7012583,2.117302,0.1470503,0.7134416,2.117521,-0.04318905,-0.2035552,1.919735,0.2470286,-0.2076229,1.948282,-0.1681172,0.4864455,2.030338,0.4506151,0.5178819,1.964359,0.1362192,0.4856842,2.09603,0.04927919,0.5370675,1.858546,0.2502264,0.513176,1.765904,-0.09769849,-0.6203245,1.838897,0.3064125,-0.6358134,1.865412
2,32,0.1278034,0.9306216,2.123751,-0.05268534,0.6667572,2.112189,0.3020777,0.6758904,2.116958,0.1337329,0.7069128,2.122222,-0.04632311,-0.206134,1.911469,0.244857,-0.2114824,1.942602,-0.1637163,0.4635313,1.984501,0.417599,0.493531,1.953726,0.1241525,0.4753163,2.09463,0.05179957,0.5119923,1.803404,0.2319495,0.4947031,1.712134,-0.09723833,-0.6215442,1.837895,0.3069709,-0.6363223,1.865369
2,33,0.1119073,0.9249451,2.130699,-0.06090603,0.6525189,2.104919,0.2850241,0.6599513,2.111693,0.1197369,0.6992505,2.122861,-0.04983684,-0.2107858,1.902248,0.2430623,-0.217788,1.934305,-0.1586948,0.4582066,1.978101,0.3946668,0.469533,1.953785,0.1122002,0.4652371,2.090965,0.05242262,0.4791632,1.757222,0.2254373,0.4746129,1.670622,-0.096859,-0.622992,1.836674,0.3076562,-0.6368438,1.865253
2,34,0.09668574,0.9227132,2.131776,-0.07520515,0.6417428,2.095682,0.2595132,0.6615692,2.10578,0.1065018,0.6951373,2.121916,-0.05376618,-0.214191,1.896606,0.2420764,-0.2194751,1.925641,-0.1557485,0.4436342,1.970667,0.3596985,0.4586687,1.957626,0.1032043,0.4617848,2.088065,0.04340041,0.4505137,1.733575,0.2263991,0.4570137,1.661267,-0.09698371,-0.6244631,1.835081,0.3087748,-0.6377341,1.864781
2,35,0.07978645,0.9226063,2.128386,-0.08692852,0.6378145,2.091989,0.2433344,0.6495019,2.096603,0.089729,0.6942493,2.118896,-0.05842584,-0.2137915,1.892925,0.2399632,-0.2180198,1.918247,-0.1584654,0.4358196,1.972832,0.3193274,0.4362594,1.947991,0.08931819,0.4601695,2.082974,0.03340536,0.4406474,1.745625,0.2217999,0.4457615,1.685134,-0.09638064,-0.6253958,1.834147,0.3097869,-0.6387552,1.864032
2,36,0.06011873,0.9259048,2.12178,-0.1026969,0.6392877,2.088809,0.2411314,0.6497752,2.096861,0.08882672,0.694545,2.118328,-0.0664019,-0.203469,1.89085,0.2365319,-0.2213458,1.912365,-0.1745758,0.4292787,1.995874,0.303766,0.4081744,1.996484,0.08551168,0.4610061,2.081368,0.01819141,0.441939,1.774688,0.2216657,0.4342169,1.730627,-0.09634769,-0.6261659,1.833315,0.3107331,-0.6390455,1.863382
2,37,0.04326138,0.9311647,2.110962,-0.1151385,0.6442347,2.087516,0.2364748,0.650874,2.098391,0.05330963,0.7035476,2.10482,-0.07203519,-0.1979443,1.893193,0.2324694,-0.2217191,1.908679,-0.2199179,0.4069311,2.023781,0.3021605,0.4090674,2.000882,0.06119772,0.4676209,2.073491,-0.006975887,0.4358064,1.831719,0.2244869,0.4154398,1.785218,-0.0961332,-0.6270216,1.833039,0.3135707,-0.6381466,1.861915
2,38,0.001498919,0.9353255,2.07747,-0.1521667,0.655775,2.082906,0.2148191,0.6655148,2.102106,0.02702746,0.7074225,2.086922,-0.07685403,-0.1977168,1.897142,0.2275026,-0.2153575,1.8991,-0.2339176,0.4380052,2.094073,0.2943663,0.4888717,2.164151,0.03594059,0.4740108,2.062339,-0.04400983,0.4010318,1.906295,0.2305675,0.3617843,1.878742,-0.09623811,-0.6273663,1.832802,0.3187556,-0.632608,1.855597
2,39,-0.00286706,0.9342152,2.072245,-0.1601192,0.6574359,2.083399,0.2029283,0.6685905,2.101877,0.01854975,0.7077817,2.080146,-0.08091237,-0.2001999,1.901485,0.2245251,-0.2127347,1.893856,-0.2694803,0.4190196,2.092569,0.2804542,0.4866322,2.191844,0.02937478,0.4749177,2.059132,-0.06474642,0.3731308,1.921294,0.225449,0.3302231,1.94384,-0.09608827,-0.6276154,1.832594,0.3196001,-0.631885,1.854363
2,40,-0.01134857,0.9323041,2.062119,-0.16955,0.6581067,2.081153,0.1963725,0.6730749,2.104112,0.00940257,0.7079074,2.072267,-0.0829654,-0.2017706,1.904498,0.2218386,-0.2104389,1.888952,-0.2559392,0.4569633,2.136968,0.2782828,0.494776,2.232554,0.02268289,0.4757079,2.055703,-0.1009265,0.3786545,1.936774,0.197091,0.3222003,1.987759,-0.09589103,-0.6280513,1.832463,0.3193643,-0.630465,1.851606
2,41,-0.01929153,0.931491,2.052417,-0.1785702,0.6593328,2.07905,0.1889213,0.6782784,2.106354,0.001831504,0.7080588,2.065576,-0.08332402,-0.2032712,1.906414,0.2197683,-0.2085356,1.88642,-0.2593012,0.4585737,2.136946,0.2790295,0.5062429,2.237376,0.01658757,0.4763986,2.052479,-0.1364535,0.39528,1.954218,0.190773,0.3531944,2.004578,-0.09578751,-0.6289049,1.832329,0.3177136,-0.6293358,1.851244
2,42,-0.02497762,0.9311888,2.045613,-0.1867854,0.6612052,2.078668,0.1788393,0.6862928,2.105858,-0.002740257,0.7081423,2.061727,-0.08366029,-0.2039139,1.908784,0.2182907,-0.2071516,1.885405,-0.275923,0.4646416,2.136877,0.2879248,0.5459845,2.238122,0.01243111,0.4772481,2.050898,-0.1109137,0.4523776,1.954139,0.1931491,0.4197453,2.008146,-0.09571462,-0.629385,1.832428,0.3163452,-0.629509,1.849411
2,43,-0.02685694,0.932438,2.044156,-0.1921265,0.6646308,2.078432,0.1744631,0.6940269,2.107241,-0.005633389,0.7097448,2.060918,-0.08435823,-0.2055216,1.912108,0.2175921,-0.2056218,1.885768,-0.2934371,0.4694066,2.134456,0.313386,0.5552543,2.189232,0.008943466,0.4797224,2.051472,-0.1556129,0.4984513,1.965308,0.1861989,0.495204,2.000995,-0.09542961,-0.6298077,1.832653,0.3152649,-0.6289496,1.84923
2,44,-0.0282637,0.9345431,2.0435,-0.1969207,0.6719713,2.07575,0.1707709,0.6963029,2.102328,-0.007295479,0.7125468,2.061429,-0.08525503,-0.2031837,1.916447,0.2167918,-0.2004239,1.889522,-0.3081778,0.4766892,2.120654,0.3212836,0.5521705,2.157624,0.006664761,0.4835075,2.053635,-0.1392668,0.5441651,1.955882,0.1913314,0.5877129,1.965096,-0.0952062,-0.6296555,1.832592,0.3140075,-0.6274408,1.849126
2,45,-0.0293795,0.9395705,2.047165,-0.1981116,0.6794348,2.073523,0.162829,0.7041142,2.095941,-0.008642041,0.717487,2.063818,-0.08567905,-0.2000618,1.921292,0.2164922,-0.1913531,1.898268,-0.3214574,0.4849912,2.097716,0.3292854,0.5675414,2.14796,0.005625752,0.4890945,2.057296,-0.1258899,0.5710386,1.949498,0.2167262,0.6343579,1.955311,-0.09494285,-0.6296468,1.832571,0.3147781,-0.6260239,1.847515
2,46,-0.02738072,0.9444795,2.0546,-0.1942785,0.6857019,2.069744,0.1626261,0.703404,2.0961,-0.009503204,0.7217935,2.068681,-0.08559275,-0.1981267,1.924756,0.2178644,-0.1859353,1.904106,-0.3273714,0.4894856,2.049118,0.3513171,0.584369,2.102933,0.005244431,0.4925256,2.061122,-0.1267957,0.5872696,1.932598,0.2221013,0.6745799,1.928589,-0.09465662,-0.6297136,1.832433,0.3162691,-0.6254168,1.847223
2,47,-0.01980805,0.950738,2.071523,-0.1912806,0.687223,2.068786,0.1666916,0.7006492,2.099184,-0.01073415,0.725154,2.077955,-0.08504761,-0.1962629,1.926864,0.2199481,-0.1844634,1.909473,-0.3194973,0.4857751,2.012006,0.3541436,0.588425,2.071971,0.005701216,0.4945422,2.066462,-0.1220059,0.5940356,1.893986,0.220789,0.7009292,1.892722,-0.0946075,-0.6298296,1.832318,0.3188778,-0.6275235,1.851431
2,48,-0.0071541,0.9490816,2.086844,-0.1872052,0.6867359,2.069144,0.1760521,0.6984367,2.102766,-0.008283848,0.724498,2.08636,-0.08432138,-0.1955075,1.927129,0.222072,-0.1840323,1.914434,-0.2983253,0.4829436,1.963622,0.3600616,0.5841746,2.031969,0.008445978,0.4938034,2.071727,-0.1038537,0.5896885,1.850631,0.2177736,0.7115842,1.849761,-0.09458841,-0.6298361,1.832262,0.3213372,-0.6288776,1.856707
2,49,0.008821863,0.9434262,2.104501,-0.1698928,0.6754602,2.07109,0.1839699,0.6864091,2.103114,-0.002177719,0.7196421,2.093944,-0.08214451,-0.1945137,1.926632,0.2261057,-0.1891413,1.919248,-0.286285,0.4793418,1.944516,0.3567514,0.5832543,2.007643,0.01414955,0.4876801,2.076499,-0.08242629,0.5753408,1.807135,0.2135969,0.7119028,1.807047,-0.0944798,-0.6300589,1.832282,0.3235081,-0.6313783,1.861372
2,50,0.0193722,0.9387526,2.115594,-0.1630688,0.6708395,2.072356,0.1885709,0.6814446,2.103236,0.006838872,0.7151344,2.097872,-0.07850614,-0.1972485,1.925806,0.229139,-0.1930635,1.922367,-0.2767149,0.4794942,1.935945,0.3546937,0.5806973,1.993734,0.02191707,0.481336,2.078708,-0.06863599,0.5633346,1.782893,0.2057402,0.7065022,1.788937,-0.09446124,-0.6303514,1.832202,0.324158,-0.6322203,1.863365
2,51,0.02961061,0.937355,2.122896,-0.1536783,0.6671368,2.073208,0.1933697,0.6806136,2.103291,0.02053746,0.714362,2.102113,-0.07426723,-0.1993781,1.925524,0.2302102,-0.1951089,1.924043,-0.2692358,0.4788509,1.932135,0.3527403,0.5777154,1.989818,0.03103562,0.4794629,2.080695,-0.05691466,0.5667632,1.790719,0.1942435,0.7015111,1.803927,-0.09451301,-0.6304465,1.832218,0.3233392,-0.6341561,1.865183
2,52,0.0396703,0.9406458,2.127799,-0.1447236,0.6664675,2.072847,0.2020521,0.671434,2.098365,0.03476231,0.7178263,2.103802,-0.07174402,-0.2013843,1.925618,0.2312338,-0.2010616,1.927074,-0.2387536,0.4750562,1.943446,0.3506908,0.5687106,1.989728,0.04151875,0.480386,2.080834,-0.04951285,0.5737814,1.815146,0.1892577,0.6915658,1.834308,-0.09446357,-0.6304027,1.832278,0.3232861,-0.6344043,1.865766
2,53,0.0542115,0.9470602,2.130711,-0.1384223,0.6684715,2.074057,0.202415,0.6571665,2.082712,0.04076535,0.7218416,2.104396,-0.06818652,-0.2066385,1.927445,0.2322776,-0.2049335,1.930308,-0.2243234,0.468635,1.971505,0.3595568,0.5261564,2.016104,0.04678251,0.4824639,2.081141,-0.04368013,0.5756257,1.84447,0.1921241,0.672721,1.866974,-0.09456057,-0.6301754,1.832166,0.323113,-0.6351422,1.866504
2,54,0.07092036,0.9522352,2.131429,-0.1308199,0.6704472,2.074893,0.2544679,0.6478277,2.085885,0.04779857,0.725203,2.103332,-0.06466114,-0.2104333,1.929146,0.234913,-0.2081422,1.93473,-0.2203591,0.4620687,2.004747,0.3715686,0.4992825,2.020552,0.05441751,0.4847219,2.0802,-0.03454701,0.5733984,1.870634,0.1984024,0.642554,1.901513,-0.09472442,-0.6297272,1.831875,0.3231206,-0.6356832,1.867524
2,55,0.08809105,0.9568658,2.129374,-0.1305998,0.670559,2.074986,0.2560928,0.6581237,2.08994,0.06132228,0.7303295,2.100628,-0.05930646,-0.2155016,1.929733,0.2386223,-0.209032,1.937577,-0.2083391,0.4583037,2.052566,0.354937,0.4794631,2.077922,0.0675437,0.4901234,2.078536,-0.02443195,0.5618765,1.899053,0.1953517,0.6301042,1.92031,-0.09471,-0.6291447,1.831467,0.3232993,-0.6356961,1.867625
2,56,0.1084577,0.9564453,2.124744,-0.09435291,0.6799463,2.08105,0.2599545,0.6625463,2.093837,0.07323003,0.731391,2.098415,-0.05215127,-0.2086245,1.928025,0.2433857,-0.2097487,1.940728,-0.1955795,0.4366684,2.091337,0.3523323,0.4662381,2.091099,0.07866541,0.4916324,2.076452,-0.01662576,0.5445129,1.920127,0.2069928,0.5585032,1.94734,-0.09476159,-0.6289883,1.831129,0.3233426,-0.6375524,1.869508
2,57,0.1260552,0.9527342,2.121492,-0.08565415,0.6780941,2.081513,0.2881987,0.6804728,2.12045,0.09012068,0.7293538,2.093851,-0.04656244,-0.2109712,1.925516,0.2475687,-0.2106801,1.941704,-0.176189,0.4356873,2.10758,0.3549621,0.4487971,2.126226,0.09379291,0.4905877,2.07272,-0.0076435,0.5285932,1.940319,0.1715535,0.501061,1.943334,-0.09474556,-0.6291014,1.831158,0.3228579,-0.638845,1.8705
