HeadX, HeadY, HeadZ, ShoulderLeftX, ShoulderLeftY, ShoulderLeftZ, ShoulderRightX, ShoulderRightY, ShoulderRightZ, KneeLeftX, KneeLeftY, KneeLeftZ, KneeRightX, KneeRightY, KneeRightZ, ElbowLeftX, ElbowLeftY, ElbowLeftZ, ElbowRightX, ElbowRightY, ElbowRightZ, SpineX, SpineY, SpineZ, HandLeftX, HandLeftY, HandLeftZ, HandRightX, HandRightY, HandRightZ, FootLeftX, FootLeftY, FootLeftZ, FootRightX, FootRightY, FootRightZ
0.003222624,0.8928264,1.848123,-0.1975413,0.6203598,1.678169,0.0880952,0.5924261,1.89895,-0.18807,-0.2267962,1.418864,0.05108765,-0.2742161,1.590822,-0.3865757,0.4649585,1.618741,0.2155165,0.4469604,1.932612,-0.07054206,0.6963983,1.782017,-0.4871061,0.6054413,1.351733,0.5263673,0.5435489,1.953361,-0.1984899,-0.6305963,1.222159,0.08386606,-0.639471,1.423218
0.006753214,0.8911607,1.851433,-0.1887761,0.6151911,1.697505,0.100393,0.5943407,1.887817,-0.184744,-0.2282924,1.424055,0.05359159,-0.2749425,1.590855,-0.3874531,0.4577985,1.622817,0.2237245,0.4480705,1.928348,-0.06251243,0.6933664,1.790141,-0.4989767,0.5990945,1.372122,0.538377,0.5451614,1.934493,-0.1986149,-0.630222,1.221809,0.07417223,-0.640238,1.420144
0.01122723,0.8905855,1.855186,-0.1892258,0.615375,1.696864,0.09962079,0.5931634,1.890251,-0.1821045,-0.2292599,1.428391,0.0579361,-0.2748229,1.59259,-0.3883551,0.4488255,1.637165,0.2311851,0.4511347,1.922339,-0.06165661,0.6930036,1.790783,-0.5092527,0.5921972,1.392965,0.5455611,0.5442641,1.914913,-0.1987275,-0.6299188,1.221525,0.07462142,-0.6407688,1.423043
0.01757427,0.8877133,1.860008,-0.1781558,0.6109568,1.725169,0.1230684,0.5921649,1.88693,-0.1776576,-0.2302499,1.432831,0.06697012,-0.2758131,1.5974,-0.3811926,0.4376045,1.670666,0.2572971,0.4490739,1.907555,-0.04936561,0.6863605,1.803073,-0.5211154,0.5752412,1.438669,0.5550895,0.54338,1.876377,-0.1984767,-0.6292945,1.220467,0.06403702,-0.6403105,1.421186
0.02248915,0.8857391,1.864418,-0.1787831,0.6107178,1.724291,0.1316059,0.591773,1.884222,-0.1745763,-0.2295087,1.436186,0.06817056,-0.2762701,1.596476,-0.374188,0.4245796,1.707511,0.2725071,0.4524618,1.892429,-0.04333711,0.6830611,1.808678,-0.5267695,0.5588667,1.478615,0.5671951,0.548784,1.843309,-0.1979205,-0.6287832,1.219974,0.05979056,-0.6413984,1.421605
0.02419206,0.8850195,1.866744,-0.1788491,0.6087416,1.729208,0.1389499,0.5907757,1.881183,-0.1714807,-0.2307331,1.440538,0.07145458,-0.2766764,1.596087,-0.3696578,0.4192528,1.734335,0.2830088,0.4535239,1.88133,-0.04353769,0.6830913,1.808411,-0.5291063,0.546381,1.509328,0.5730934,0.5511718,1.816542,-0.1976666,-0.6285436,1.21987,0.0007418524,-0.7099747,1.456121
0.0256931,0.8843913,1.86923,-0.1785388,0.6033735,1.758909,0.1434959,0.5903088,1.87976,-0.1695622,-0.231534,1.443833,0.07265695,-0.2768969,1.594885,-0.3555272,0.4306397,1.771388,0.2872931,0.4524713,1.876987,-0.03676238,0.6782797,1.816353,-0.5307919,0.5420244,1.522789,0.5754316,0.5522871,1.80622,-0.1974455,-0.6282271,1.21977,0.00110694,-0.7091937,1.456703
0.02682052,0.8838319,1.870922,-0.1790837,0.6036437,1.756187,0.1473685,0.5898443,1.876966,-0.1681064,-0.2326489,1.447567,0.07451655,-0.2771595,1.593427,-0.361118,0.4148945,1.770105,0.2936755,0.4523925,1.868492,-0.03367081,0.6762795,1.82047,-0.5314417,0.5343189,1.544024,0.5753644,0.5506185,1.786757,-0.1971441,-0.6278671,1.219766,0.001193902,-0.7096012,1.456428
0.02739094,0.8832617,1.872555,-0.1771355,0.6010252,1.767294,0.1498205,0.588932,1.874839,-0.1674922,-0.2333839,1.450357,0.07668488,-0.2772344,1.592357,-0.362122,0.4119628,1.770244,0.2974741,0.452428,1.863774,-0.03178226,0.6745381,1.822683,-0.5338401,0.5336874,1.553183,0.5730548,0.5490386,1.780429,-0.1970456,-0.627557,1.219762,0.001404921,-0.7097345,1.456335
0.02776771,0.8831483,1.873871,-0.1760039,0.5990081,1.770352,0.1523639,0.5880377,1.873331,-0.167287,-0.2337955,1.451912,0.07849343,-0.2776175,1.591932,-0.3612735,0.4078396,1.772721,0.3000116,0.4520147,1.860312,-0.03015261,0.6730512,1.825297,-0.5343537,0.530013,1.56088,0.5752673,0.5507643,1.774157,-0.196704,-0.6270562,1.21965,0.001436235,-0.7099782,1.456237
0.02813234,0.8829437,1.8742,-0.175478,0.5971791,1.772853,0.153688,0.5877085,1.872071,-0.1672559,-0.2344361,1.45333,0.08016682,-0.2777385,1.591976,-0.3605315,0.4049529,1.775698,0.3021951,0.4514664,1.857183,-0.02913637,0.6720999,1.826348,-0.5345716,0.5275485,1.56581,0.5732474,0.5490443,1.768212,-0.1456508,-0.6564853,1.270947,0.001882453,-0.7098875,1.456311
0.02879154,0.8827474,1.874624,-0.1753139,0.5967823,1.774693,0.1550722,0.5876322,1.870339,-0.167139,-0.234911,1.454411,0.08075508,-0.2778123,1.591552,-0.3587537,0.4022683,1.77958,0.3035259,0.4511925,1.854823,-0.02830953,0.671447,1.827068,-0.5331234,0.5237833,1.571359,0.5716939,0.5482388,1.763684,-0.1456605,-0.6565738,1.270764,0.002097879,-0.7099148,1.456304
0.02936701,0.8826391,1.875103,-0.1751404,0.5967456,1.776936,0.1564001,0.5877536,1.869537,-0.1673609,-0.2353852,1.455783,0.08316428,-0.2776259,1.590883,-0.3583187,0.4006858,1.781348,0.3059764,0.4510834,1.851862,-0.02716436,0.670697,1.828305,-0.5338507,0.5219851,1.578006,0.5698122,0.546744,1.75851,-0.1400127,-0.6565401,1.286102,0.002342977,-0.709608,1.456384
0.02960348,0.8826411,1.875209,-0.1750658,0.5964336,1.778698,0.1578419,0.5875858,1.868669,-0.1674805,-0.2356116,1.456498,0.08445878,-0.2775258,1.590572,-0.357576,0.3996054,1.783399,0.3077093,0.4507765,1.849516,-0.02642936,0.6703237,1.828789,-0.5336702,0.5212523,1.579496,0.5689701,0.5466588,1.756302,-0.1423584,-0.6569661,1.280714,0.002776075,-0.7093195,1.456204
0.02996387,0.882664,1.875476,-0.1722449,0.5967265,1.77887,0.1590424,0.5875444,1.868031,-0.1676611,-0.2359508,1.457172,0.0854131,-0.2775981,1.590453,-0.35566,0.4002177,1.784359,0.3092844,0.4506748,1.847685,-0.02561331,0.6699176,1.829087,-0.5334393,0.5213507,1.57999,0.6302573,0.5921937,1.754394,-0.1439319,-0.6573126,1.277649,0.002989337,-0.7093801,1.45637
0.03026322,0.8826022,1.875607,-0.1719159,0.5960611,1.77933,0.1598017,0.5875165,1.867449,-0.1678479,-0.2363867,1.45803,0.08596889,-0.2776563,1.590304,-0.3553146,0.3995517,1.785014,0.3099984,0.4506573,1.846871,-0.02484519,0.669575,1.829433,-0.5331119,0.5211625,1.580517,0.6304446,0.5915492,1.753606,-0.1447814,-0.6575572,1.275974,0.002950892,-0.7093682,1.45642
0.03087784,0.8825253,1.875718,-0.1718463,0.596189,1.780054,0.1608724,0.5875637,1.867046,-0.1678924,-0.2364471,1.458368,0.0866486,-0.2776019,1.589742,-0.3543265,0.3987996,1.785907,0.3103735,0.4505812,1.846137,-0.02419822,0.6692872,1.829597,-0.5311558,0.5205631,1.579175,0.6312738,0.5913803,1.752631,-0.1453696,-0.6575833,1.275,0.003171172,-0.70939,1.45642
0.0319596,0.8821347,1.87564,-0.1701252,0.5964727,1.77957,0.1619556,0.5876088,1.866373,-0.1678943,-0.2365034,1.458598,0.08678009,-0.2776639,1.589738,-0.3530983,0.3995482,1.785646,0.311009,0.4503946,1.845254,-0.02350879,0.6690871,1.829529,-0.530484,0.5217385,1.574624,0.6314803,0.5906739,1.751918,-0.1976318,-0.6230469,1.217773,0.003203699,-0.7093269,1.456488
0.03294302,0.8820025,1.875506,-0.1702529,0.5965479,1.78024,0.1635434,0.5880975,1.866604,-0.1678309,-0.2363999,1.458831,0.08700827,-0.2775141,1.589738,-0.3532214,0.399386,1.784579,0.3114189,0.4502133,1.845042,-0.02271738,0.6688729,1.829692,-0.5303545,0.5235602,1.572236,0.6334233,0.5902433,1.752958,-0.1486816,-0.6572266,1.269531,0.003235461,-0.7092064,1.456717
0.03538868,0.8821548,1.875317,-0.167995,0.5968075,1.779197,0.165163,0.5883147,1.866617,-0.1678064,-0.2364304,1.458998,0.08737868,-0.2776004,1.589695,-0.3520567,0.4006816,1.783708,0.312005,0.4500837,1.844824,-0.02177382,0.6685622,1.82935,-0.530459,0.5247852,1.567985,0.6345224,0.5904688,1.752767,-0.154534,-0.6539646,1.265694,0.003535196,-0.7091072,1.456446
0.03713821,0.8820287,1.874828,-0.1652274,0.5976545,1.778047,0.1660658,0.5888972,1.866764,-0.1676996,-0.2362522,1.459098,0.08776692,-0.2775052,1.58946,-0.3499043,0.4019291,1.781435,0.3128455,0.4499483,1.844596,-0.02043076,0.6685167,1.828669,-0.5259342,0.5266263,1.561028,0.6353509,0.5905649,1.753868,-0.1523446,-0.6554871,1.267118,0.003788602,-0.7090246,1.456272
0.03985341,0.8821085,1.873204,-0.1651052,0.59774,1.777768,0.1675742,0.5892305,1.866746,-0.1669967,-0.235547,1.459116,0.08721812,-0.2773413,1.589212,-0.3506807,0.4021478,1.773674,0.3137374,0.4499287,1.844106,-0.01848543,0.6688114,1.827364,-0.523104,0.5290223,1.550651,0.6363044,0.5907965,1.75456,-0.1386551,-0.6555245,1.295603,0.003760593,-0.708999,1.456384
0.04530489,0.8828651,1.866195,-0.1590189,0.599788,1.767575,0.169389,0.5901568,1.86426,-0.159744,-0.2326506,1.45074,0.08605845,-0.2771901,1.589004,-0.3477781,0.4070005,1.760202,0.3140988,0.4500257,1.844017,-0.01473234,0.6704013,1.820831,-0.5146045,0.5274525,1.522818,0.6355069,0.5893356,1.753281,-0.1805615,-0.5558431,1.184848,0.003886417,-0.708843,1.456351
0.04944776,0.8848584,1.856811,-0.1555771,0.6017488,1.757706,0.1707628,0.5917937,1.861564,-0.1483079,-0.2288343,1.438534,0.08471105,-0.2769547,1.588844,-0.3458181,0.4105081,1.752709,0.3140426,0.4500332,1.843095,-0.01122873,0.6730866,1.812647,-0.5048272,0.5194485,1.498316,0.6316866,0.5899004,1.750457,-0.1636901,-0.5570083,1.180368,0.003839379,-0.7085463,1.456235
0.05519056,0.8891375,1.841359,-0.1545049,0.6068931,1.742067,0.1714878,0.5939096,1.853772,-0.1351311,-0.2261814,1.426759,0.08301029,-0.2771547,1.588349,-0.3442126,0.415557,1.743883,0.3120545,0.449191,1.840937,-0.009027933,0.6783259,1.798378,-0.4867899,0.5037488,1.465745,0.6244236,0.5895886,1.746654,-0.1016817,-0.6579776,1.270559,0.004235561,-0.7086949,1.455565
0.06056014,0.8906233,1.829644,-0.155335,0.6095496,1.732478,0.1702028,0.5960067,1.844332,-0.1276831,-0.2246849,1.420714,0.08136883,-0.2770179,1.5886,-0.3446236,0.4179174,1.736202,0.3073768,0.4479866,1.837715,-0.007897028,0.6813706,1.787498,-0.4736511,0.4916535,1.448435,0.6161029,0.5883926,1.742787,-0.08724579,-0.6538621,1.30147,0.004452743,-0.70935,1.454662
0.06987792,0.8940177,1.80412,-0.1602783,0.6108912,1.728642,0.1666612,0.600439,1.829204,-0.1182078,-0.2259323,1.416412,0.07791205,-0.2772646,1.588095,-0.3416984,0.424558,1.7195,0.290829,0.4430284,1.82905,-0.00782282,0.6845053,1.776298,-0.4371163,0.4626538,1.41127,0.5945467,0.5789132,1.733393,-0.075257,-0.6642051,1.284482,0.008451857,-0.7123463,1.452322
0.07206682,0.8941916,1.792365,-0.1581212,0.6272875,1.68138,0.1629832,0.6022369,1.816806,-0.1131549,-0.2290022,1.413163,0.07894755,-0.2780799,1.588514,-0.3381574,0.4283929,1.700003,0.2802903,0.4379134,1.82648,-0.007624173,0.69011,1.748464,-0.4158655,0.4470554,1.393833,0.5564823,0.5490165,1.731691,-0.07137617,-0.6690603,1.281152,0.01591026,-0.7113305,1.44682
0.08250495,0.8758044,1.697735,-0.1492635,0.6461338,1.585735,0.1218902,0.6081889,1.73826,-0.1080579,-0.2511576,1.414919,0.01462284,-0.2956925,1.531422,-0.3146493,0.5025891,1.628479,0.1947227,0.395932,1.818244,-0.008431567,0.6948517,1.658236,-0.3394926,0.3489737,1.309837,0.4790253,0.481243,1.710653,-0.06633886,-0.6799815,1.281099,0.01429713,-0.7137693,1.444601
0.1028888,0.8630861,1.655565,-0.1506545,0.6573638,1.550274,0.1197927,0.6065032,1.725067,-0.1240109,-0.2457395,1.395903,0.1008941,-0.2701406,1.501519,-0.3382955,0.5260708,1.581213,0.180926,0.3926994,1.812954,-0.006440198,0.7025852,1.62307,-0.3620052,0.3041849,1.306883,0.4490343,0.4399882,1.710716,-0.05262819,-0.598526,1.177963,0.03495122,-0.6834826,1.433246
0.1085931,0.8592704,1.642968,-0.1548162,0.65995,1.538332,0.1171106,0.6077266,1.71412,-0.1257204,-0.2372027,1.391057,0.1476672,-0.2295866,1.475874,-0.349581,0.5346685,1.562446,0.1727879,0.3946987,1.808023,-0.004732251,0.7062598,1.607706,-0.4130866,0.3548574,1.392503,0.4470714,0.4259276,1.707705,-0.05179735,-0.593694,1.182653,-0.02733689,-0.6082263,1.40486
0.1093701,0.8521172,1.62053,-0.1587629,0.6624973,1.5282,0.1167737,0.6076291,1.713282,-0.1270903,-0.2318006,1.38875,0.1917156,-0.1971264,1.478526,-0.3625703,0.5395155,1.53963,0.1664457,0.401346,1.800722,-0.003903167,0.7081703,1.59946,-0.4397062,0.3867219,1.409025,0.4408147,0.4188581,1.702915,-0.09795278,-0.6321967,1.210676,0.0384853,-0.5653807,1.433212
0.1124657,0.8483827,1.609203,-0.1703782,0.6665651,1.502708,0.1060845,0.6166672,1.653881,-0.1267324,-0.2281096,1.387666,0.269453,-0.1448996,1.500674,-0.3725899,0.542665,1.526006,0.1641118,0.4105932,1.791717,-0.002940694,0.7107469,1.57608,-0.4545918,0.401576,1.399272,0.4577346,0.4278563,1.688354,-0.09865552,-0.6300354,1.208548,0.09363908,-0.5002964,1.423568
0.1107953,0.8451349,1.593475,-0.170115,0.6660046,1.503314,0.10651,0.6169898,1.653062,-0.1163735,-0.2253115,1.379197,0.3133374,-0.1192601,1.54631,-0.3765148,0.547072,1.517614,0.1703343,0.4204354,1.779263,-0.002426101,0.7105305,1.576381,-0.4626876,0.4116153,1.38271,0.4665488,0.4327387,1.677015,-0.09846224,-0.6284055,1.208805,-0.03178529,-0.3584056,1.594137
0.1090027,0.8441327,1.586914,-0.1698818,0.665355,1.503699,0.1075486,0.6172332,1.652236,-0.1070195,-0.2224319,1.369846,0.320967,-0.1208827,1.55958,-0.3775051,0.5489843,1.513677,0.1741357,0.4232048,1.774575,-0.001836002,0.7101941,1.576478,-0.4619355,0.4118877,1.376581,0.4742944,0.4326198,1.67115,-0.0983756,-0.6277822,1.209053,-0.00769271,-0.3621943,1.624694
0.1080004,0.8449287,1.582151,-0.1601058,0.6440871,1.489746,0.1331303,0.6137173,1.629395,-0.06788702,-0.2233226,1.329495,0.3766352,-0.1132223,1.636115,-0.376055,0.5438144,1.505849,0.2147374,0.4167236,1.752598,0.008278289,0.6925525,1.555701,-0.4521453,0.3989353,1.349851,0.5032949,0.4170322,1.655497,-0.09760324,-0.6304306,1.206948,0.05184937,-0.3291016,1.693359
0.1090022,0.8429486,1.577749,-0.1535035,0.635573,1.487012,0.1395421,0.60719,1.62554,-0.06366944,-0.2248178,1.326715,0.3874311,-0.1082325,1.633634,-0.3704204,0.5362915,1.500266,0.2221671,0.4135134,1.751415,0.01228209,0.6874987,1.552945,-0.4434271,0.3938265,1.348518,0.5127797,0.406746,1.650067,-0.09717531,-0.6320675,1.205475,0.05776818,-0.3317633,1.708489
0.1154466,0.8370385,1.57065,-0.1293823,0.6133125,1.485538,0.1724043,0.5948455,1.627949,-0.03864228,-0.2295841,1.313397,0.41103,-0.1131434,1.638782,-0.3426034,0.5070133,1.496569,0.2602658,0.3938741,1.743441,0.02942438,0.6688644,1.549688,-0.409604,0.404085,1.389543,0.542555,0.3819221,1.644636,-0.05184943,-0.5991582,1.147028,0.1070756,-0.3329803,1.727272
0.2177822,0.7866989,1.560773,-0.02013991,0.5505965,1.491939,0.2794409,0.5416855,1.627585,0.01676121,-0.253224,1.29656,0.4650382,-0.2117067,1.589719,-0.2284063,0.4402832,1.512691,0.3739593,0.3372623,1.748472,0.1356612,0.6062668,1.54876,-0.3037048,0.2476097,1.26711,0.6721101,0.3104104,1.639623,-0.04890784,-0.6179682,1.135983,0.1655865,-0.3874929,1.70672
0.2847333,0.7691087,1.557682,0.03425429,0.5394416,1.495009,0.3322414,0.5125216,1.635417,0.02351462,-0.2185071,1.314758,0.3824803,-0.1763241,1.378068,-0.176713,0.4335794,1.512894,0.4218262,0.3169937,1.754198,0.1941769,0.5826483,1.557442,-0.2470616,0.189695,1.232621,0.7170722,0.2732689,1.642248,-0.04278804,-0.5901708,1.156038,0.1938409,-0.5190659,1.434131
0.3518301,0.7436439,1.554629,0.08822788,0.5312701,1.499937,0.3860743,0.4811391,1.636328,0.04768206,-0.157795,1.285326,0.1978108,-0.281621,1.425421,-0.1369926,0.4246818,1.506908,0.4813969,0.2944781,1.757885,0.2520353,0.5532655,1.562147,-0.2000733,0.1915068,1.272382,0.6630925,0.2307291,1.700418,-0.01733769,-0.5327684,1.111437,0.01787453,-0.6172422,1.474836
0.4227683,0.7166678,1.55484,0.1457495,0.519066,1.501892,0.4340938,0.4356107,1.639292,0.04931187,-0.1536401,1.297016,0.1844279,-0.2583538,1.396641,-0.07716981,0.4259372,1.505312,0.5434425,0.2732183,1.758578,0.3077923,0.5356225,1.56285,-0.1322894,0.1672178,1.258843,0.7214768,0.20973,1.731481,-0.0108362,-0.5327118,1.121372,0.006616975,-0.5927913,1.442336
0.4898342,0.683349,1.557058,0.2021722,0.5103769,1.503735,0.4910139,0.4131795,1.652718,0.0594969,-0.1540078,1.30958,0.1858765,-0.2471371,1.391407,-0.02599789,0.4259895,1.499483,0.5890069,0.2633625,1.750793,0.3615567,0.5202861,1.566744,-0.07150118,0.1775156,1.282054,0.7962441,0.1142359,1.752385,-0.009181065,-0.5314074,1.121724,0.01122298,-0.5816986,1.436352
0.5561697,0.6551057,1.561953,0.2521261,0.4946136,1.50464,0.5245872,0.3798106,1.65265,0.0542516,-0.1567605,1.323276,0.1749618,-0.2376598,1.38596,0.0233737,0.4140842,1.484888,0.6377041,0.2466238,1.738467,0.4147343,0.495397,1.573018,-0.003795658,0.1657513,1.282519,0.762037,0.1824535,1.90255,-0.01642681,-0.5344339,1.130653,0.0008716467,-0.5719454,1.429796
0.5752696,0.6446205,1.563395,0.254901,0.4938664,1.504517,0.5219311,0.3818071,1.652287,0.05058683,-0.1578425,1.329093,0.1662624,-0.2233406,1.386742,0.04703308,0.4144248,1.484208,0.641095,0.2463094,1.736231,0.4192338,0.4928688,1.573983,0.02939444,0.1611363,1.28676,0.7785607,0.1824596,1.947561,-0.02027782,-0.5354832,1.136285,-0.006729175,-0.5583804,1.430815
0.6673604,0.5959793,1.578256,0.3375508,0.4620718,1.505411,0.584178,0.3231677,1.650455,0.04728284,-0.1648452,1.338099,0.1780601,-0.2339786,1.394692,0.1385465,0.3921931,1.45944,0.6966481,0.2165237,1.747596,0.5053492,0.4524033,1.590019,0.1851027,0.1100326,1.260252,0.8043684,0.2075723,1.901998,-0.03251643,-0.5448216,1.15255,0.002811109,-0.5675317,1.437017
0.710732,0.5662253,1.588263,0.3707847,0.4531542,1.503645,0.6015459,0.2985491,1.654168,0.09403364,-0.08370808,1.324218,0.2205266,-0.2271517,1.403087,0.19187,0.3646469,1.444995,0.7199854,0.2099022,1.758305,0.5281628,0.4429907,1.595516,0.2742068,0.09329163,1.267182,0.8112964,0.2056766,1.916331,0.007366516,-0.4628309,1.114412,0.04351697,-0.560997,1.445522
0.7803415,0.5169533,1.60731,0.45554,0.437288,1.500722,0.7019947,0.2694933,1.691651,0.05940988,-0.136317,1.417741,0.3246877,-0.1823061,1.437583,0.3067124,0.2778484,1.408568,0.7898043,0.1514983,1.798735,0.5993562,0.4137805,1.61282,0.3831862,0.1123466,1.322822,0.8977383,0.1173755,2.015321,-0.02875539,-0.5198524,1.210228,0.1468273,-0.5203907,1.484359
0.7963967,0.5063412,1.611623,0.4708546,0.4358192,1.503839,0.7037238,0.2663321,1.689705,0.1113848,-0.1239736,1.401153,0.2200965,-0.1666362,1.42307,0.3631589,0.2607616,1.402441,0.6276345,0.07919095,1.689696,0.6127989,0.4086194,1.6161,0.4442429,0.08988775,1.323478,0.7973064,0.1065931,1.883852,0.00100511,-0.5001044,1.187892,0.000182718,-0.4713165,1.419652
0.8095333,0.4987976,1.615421,0.4716112,0.4360268,1.504171,0.704358,0.2660801,1.689464,0.1108005,-0.1231044,1.402158,0.2196239,-0.1643857,1.422862,0.37068,0.261137,1.405104,0.6276625,0.07895162,1.687425,0.6133649,0.4084523,1.616242,0.4559928,0.09300184,1.329882,0.797846,0.1066733,1.882898,-0.002136364,-0.4978179,1.187157,4.161149E-06,-0.4696979,1.419658
0.8209834,0.4939604,1.618507,0.5006906,0.4387337,1.514839,0.710745,0.2622925,1.686804,0.1121578,-0.1209142,1.404464,0.2199842,-0.1626747,1.421544,0.4039101,0.236703,1.404309,0.6305966,0.07706425,1.690346,0.6369656,0.3982021,1.621187,0.4741956,0.008509522,1.275139,0.8017757,0.1005687,1.882505,-0.004764171,-0.4946206,1.189058,0.0002400205,-0.4685601,1.418748
0.8468235,0.4772784,1.626753,0.5117866,0.4355476,1.51766,0.7187049,0.2594943,1.682459,0.1143856,-0.117266,1.407373,0.221223,-0.1623164,1.420761,0.4552371,0.2323841,1.415624,0.638629,0.07437085,1.687251,0.655056,0.3898296,1.624637,0.5193622,0.01636646,1.269122,0.8108516,0.1009394,1.878263,-0.005224576,-0.4902608,1.191145,0.001124591,-0.4681816,1.418121
0.8952298,0.4598081,1.631036,0.5542524,0.4354801,1.526422,0.7666011,0.2674237,1.686854,0.1263159,-0.04537264,1.371392,0.2159004,-0.1682267,1.421631,0.4849344,0.283779,1.396017,0.5359282,0.1201819,1.646536,0.703412,0.37778,1.628975,0.4926637,0.107701,1.332248,0.6599133,0.02549898,1.852116,0.008428004,-0.4244708,1.160874,-0.002556186,-0.4722316,1.417285
0.8958234,0.4596825,1.630754,0.5472937,0.4374485,1.524543,0.7675288,0.2671773,1.687286,0.1319621,-0.03818105,1.366832,0.2146874,-0.169211,1.418916,0.4966629,0.2793047,1.393542,0.5330396,0.1710094,1.56942,0.7036439,0.3778347,1.628817,0.4924457,0.02634894,1.305165,0.6333488,0.06313546,1.76764,0.0364494,-0.4275706,1.165758,-0.002803475,-0.4727897,1.413939
0.8974364,0.4598738,1.630225,0.5482017,0.4381492,1.524276,0.7686901,0.267527,1.686832,0.1350237,-0.03290074,1.364078,0.2136984,-0.1696499,1.41804,0.5144398,0.2773517,1.391383,0.5349393,0.1702625,1.568424,0.704708,0.3781114,1.628374,0.5002546,0.02591258,1.299256,0.6360557,0.06296424,1.766484,0.04058941,-0.4232603,1.164619,-0.002945229,-0.4729325,1.412554
0.9002461,0.4598495,1.629457,0.5494785,0.4389834,1.52401,0.7703072,0.2684418,1.686057,0.1383894,-0.02990315,1.36211,0.2124577,-0.1705471,1.417496,0.5331022,0.2783444,1.38795,0.5379065,0.1697841,1.566086,0.7066473,0.3784291,1.627597,0.5107935,0.01591183,1.34799,0.6426749,0.06555658,1.763745,0.04561903,-0.4210215,1.163189,-0.03593478,-0.4128449,1.445202
0.902728,0.4603464,1.628595,0.5503765,0.4398097,1.523964,0.771169,0.2692488,1.684179,0.1425972,-0.02628678,1.35981,0.2115512,-0.1710602,1.416341,0.5364535,0.2792891,1.38755,0.5386592,0.1697225,1.565218,0.7085951,0.379207,1.627052,0.5156952,0.01954954,1.329,0.644451,0.06647713,1.762792,0.0499214,-0.4176943,1.161739,-0.03653679,-0.4130363,1.443976
0.9049833,0.460748,1.627616,0.5511982,0.4406289,1.523776,0.7720336,0.270026,1.682721,0.1465369,-0.02485051,1.358765,0.2106232,-0.1720893,1.415893,0.5568444,0.2916586,1.374087,0.5405205,0.1686293,1.56336,0.7096898,0.3793646,1.62658,0.5048649,0.03210744,1.342174,0.6495317,0.06713761,1.761805,0.05411198,-0.4164174,1.160979,-0.03695983,-0.4138454,1.443199
0.9089381,0.4627182,1.626058,0.5519549,0.441277,1.523557,0.7733339,0.2710859,1.681696,0.1517721,-0.02076182,1.355471,0.2094017,-0.1731513,1.415864,0.5559454,0.2865714,1.380075,0.5425442,0.1679835,1.562471,0.7108991,0.3796714,1.625928,0.5123523,0.02520732,1.35545,0.6536815,0.06731951,1.761896,0.04099184,-0.4036223,1.146041,-0.03726168,-0.4112552,1.446062
0.9104878,0.4631185,1.624992,0.5526181,0.4417728,1.52332,0.773604,0.2721844,1.67927,0.1416565,-0.02758733,1.355197,0.1972805,-0.1767199,1.427086,0.5562841,0.2857466,1.381373,0.5431982,0.1671519,1.561106,0.712927,0.379763,1.624898,0.5147537,0.02408389,1.35743,0.6572137,0.06769145,1.761907,0.03083713,-0.4096391,1.146041,-0.04497279,-0.4134728,1.454542
0.9196025,0.4661146,1.622414,0.5681583,0.4481502,1.520815,0.7772399,0.2796907,1.660141,0.1452365,-0.02600085,1.354635,0.1965998,-0.177086,1.425797,0.5668042,0.3102441,1.360208,0.5462441,0.1632935,1.555222,0.7241128,0.3821802,1.620122,0.4958774,0.05411226,1.339586,0.6484362,0.1303305,1.743825,0.03115566,-0.406668,1.144518,-0.04596677,-0.4171968,1.449565
0.9186121,0.4659109,1.621381,0.5657426,0.4476842,1.520689,0.7768099,0.279384,1.660488,0.1499222,-0.02169927,1.35229,0.1973738,-0.1793013,1.422581,0.5635716,0.2887159,1.382058,0.5480031,0.1708801,1.542201,0.7236366,0.381965,1.62007,0.5171241,0.04341602,1.282833,0.63699,0.03131308,1.836414,0.03537313,-0.4026073,1.1429,-0.02339013,-0.3632884,1.408847
0.9239525,0.467599,1.619374,0.5710298,0.4488267,1.519141,0.7781662,0.2817913,1.653631,0.1419416,-0.02550134,1.354345,0.1865857,-0.1774921,1.435318,0.5748301,0.2966473,1.372938,0.5487889,0.1746804,1.535215,0.7306722,0.3834361,1.615601,0.4793541,0.05096385,1.326648,0.633346,0.03298161,1.829778,0.02637749,-0.4057178,1.145215,-0.03039546,-0.3596279,1.419548
0.9258062,0.4684134,1.616736,0.5724329,0.4490694,1.518223,0.7716606,0.2854237,1.628755,0.1492836,-0.02277585,1.353433,0.187916,-0.1782282,1.428516,0.5754567,0.2967106,1.372177,0.5430333,0.1706096,1.53371,0.7318133,0.3835029,1.614205,0.5448657,0.1491414,1.348998,0.6130878,0.09771279,1.958018,0.02951075,-0.3994341,1.141326,-0.02969426,-0.3610575,1.413513
0.9272819,0.4691226,1.615511,0.5732273,0.4495274,1.517922,0.7766817,0.2856314,1.63562,0.1437936,-0.02554847,1.354019,0.1849775,-0.1776373,1.434953,0.5780894,0.2983448,1.370699,0.5447209,0.1721538,1.529426,0.7340027,0.3838328,1.612319,0.5456213,0.1512418,1.348651,0.6186615,0.09746784,1.958331,0.02503984,-0.4033624,1.143207,-0.03241583,-0.3609039,1.416652
