TimeStamp, FrameNoHeadX, HeadY, HeadZ, ShoulderLeftX, ShoulderLeftY, ShoulderLeftZ, ShoulderRightX, ShoulderRightY, ShoulderRightZ, ShoulderCenterX, ShoulderCenterY, ShoulderCenterZ, KneeLeftX, KneeLeftY, KneeLeftZ, KneeRightX, KneeRightY, KneeRightZ, ElbowLeftX, ElbowLeftY, ElbowLeftZ, ElbowRightX, ElbowRightY, ElbowRightZ, SpineX, SpineY, SpineZ, LeftHandX, LeftHandY, LeftHandZ, RightHandX, RightHandY, RightHandZ, LeftFootX, LeftFootY, LeftFootZ, RightFootX, RightFootY, RightFootZ
1,37,0.2260833,0.834741,1.805875,0.09030732,0.5437434,1.845866,0.4140151,0.5715277,1.722987,0.2599158,0.6153769,1.782299,0.08070563,-0.2883633,1.546879,0.4040533,-0.2567825,1.435093,0.009328533,0.3471837,1.774106,0.4939569,0.3076617,1.667167,0.259641,0.3838223,1.735188,-0.2154209,0.3372934,1.472916,0.4493912,0.3876188,1.466822,0.09888241,-0.7251979,1.359041,0.3877047,-0.3987976,1.396304
1,38,0.2200616,0.8328444,1.807146,0.08457628,0.5428066,1.8434,0.4021378,0.5699831,1.725298,0.25115,0.6129564,1.787138,0.07951505,-0.2923994,1.551223,0.4017909,-0.2549863,1.4357,-0.04867757,0.312184,1.724518,0.4940133,0.314703,1.67056,0.2518258,0.3821276,1.74133,-0.2222754,0.3354265,1.44893,0.4151192,0.3931552,1.470222,0.09790612,-0.7269043,1.357946,0.3806188,-0.3710938,1.406535
1,39,0.2042329,0.833348,1.8126,0.05570485,0.5449252,1.838457,0.3615947,0.5689029,1.738349,0.2284232,0.6121539,1.795947,0.07496337,-0.2935419,1.555033,0.4006702,-0.2432359,1.445988,-0.0709389,0.3500108,1.707366,0.470509,0.3703635,1.651277,0.2306864,0.3816421,1.755608,-0.1971814,0.3459702,1.424015,0.3520338,0.4459502,1.469512,0.09809043,-0.7244626,1.364376,0.3634284,-0.5519703,1.416275
1,40,0.1971694,0.8346019,1.813874,0.04670325,0.5464618,1.838119,0.356706,0.5578906,1.737603,0.2178799,0.6119326,1.799438,0.004686267,-0.2782064,1.573105,0.4269557,-0.2246095,1.44064,-0.07096151,0.3497214,1.71014,0.4659754,0.3758938,1.647744,0.2208065,0.3807285,1.761016,-0.1638984,0.36631,1.43459,0.3257891,0.4697503,1.464476,0.0617341,-0.737398,1.379534,0.3904818,-0.4439647,1.38429
1,41,0.1893217,0.8358065,1.81526,0.03502653,0.5491672,1.839282,0.3549707,0.5557489,1.737478,0.2067079,0.6114138,1.802414,0.01547534,-0.2828979,1.564223,0.4323774,-0.2168593,1.444353,-0.07187954,0.3350447,1.724563,0.455783,0.3838787,1.636687,0.2099856,0.3801294,1.765461,-0.1195179,0.3865585,1.456377,0.2948456,0.496022,1.444153,0.06739796,-0.7410013,1.377316,0.4044513,-0.5854937,1.216145
1,42,0.182668,0.8369284,1.81767,0.02948946,0.553362,1.839325,0.3352676,0.5426931,1.74113,0.1975027,0.6132816,1.805127,0.03412834,-0.2896191,1.564889,0.3678585,-0.2697242,1.51925,-0.08862839,0.328298,1.719496,0.4389257,0.3793918,1.635656,0.1999662,0.3811895,1.769119,-0.07307994,0.4031087,1.488943,0.2685159,0.5120301,1.422775,0.09200108,-0.7440557,1.366078,0.4157932,-0.5101532,1.438184
1,43,0.1758029,0.8373414,1.81975,0.02771365,0.5620553,1.833012,0.323234,0.5383822,1.742499,0.1905231,0.6140499,1.806717,0.03666312,-0.2916617,1.559708,0.3647847,-0.270054,1.527007,-0.04438651,0.3311364,1.781699,0.4335891,0.3839721,1.632887,0.1901412,0.3811191,1.771093,-0.02883242,0.4095776,1.528394,0.2449003,0.5181995,1.401272,0.09518167,-0.7472048,1.362978,0.4031855,-0.5764026,1.403186
1,44,0.1684344,0.837199,1.822495,0.008584165,0.5668196,1.838242,0.3102584,0.5264161,1.743994,0.1803349,0.6140009,1.806668,0.022027,-0.2904116,1.550434,0.3653604,-0.2711035,1.539327,-0.04284829,0.3249847,1.781712,0.4163911,0.3824828,1.617507,0.1776454,0.3796906,1.771086,0.01373115,0.4271601,1.557295,0.222513,0.5162124,1.377643,0.09553015,-0.7504967,1.360316,0.3962801,-0.5752984,1.408084
1,45,0.1594173,0.8360795,1.826126,-0.002701634,0.5630834,1.839766,0.2976353,0.5207198,1.745612,0.1688339,0.6131769,1.808257,0.02091421,-0.2918404,1.544931,0.352975,-0.2783729,1.559711,-0.04981619,0.3054411,1.798845,0.3956945,0.3814582,1.608028,0.1668424,0.3780473,1.771867,0.03742773,0.4386432,1.590702,0.2049085,0.5074128,1.359979,0.09413993,-0.7536015,1.358349,0.3952163,-0.575768,1.411089
1,46,0.1506322,0.833614,1.830219,-0.01353544,0.5566304,1.840135,0.2852051,0.5126085,1.749717,0.1533279,0.6094714,1.812608,0.01515822,-0.2930652,1.532895,0.3199033,-0.2916585,1.573613,-0.06644043,0.2995116,1.825872,0.3250808,0.4070399,1.559651,0.1536382,0.3740488,1.773797,0.04510666,0.4462141,1.614792,0.1906803,0.4988351,1.353441,0.09279078,-0.7545424,1.358643,0.3656218,-0.5607754,1.429699
1,47,0.1363397,0.8288302,1.833424,-0.02793508,0.5535722,1.843495,0.27951,0.5138434,1.754343,0.1417418,0.6031567,1.813549,0.01403427,-0.2944523,1.528248,0.309036,-0.2938069,1.578303,-0.08488253,0.2991472,1.840419,0.3180717,0.4057715,1.56603,0.1414308,0.3695175,1.774449,0.03568185,0.4450692,1.626961,0.1797633,0.4910035,1.361867,0.09255698,-0.7572032,1.35528,0.3688492,-0.5553234,1.425997
1,48,0.1262355,0.8247067,1.836749,-0.04249384,0.5521281,1.847666,0.2759767,0.5207672,1.769473,0.1279051,0.5969247,1.816005,0.01182066,-0.2932887,1.52446,0.3047117,-0.2913813,1.579159,-0.102671,0.3012829,1.844458,0.3057012,0.3890727,1.589676,0.1299517,0.3668166,1.775934,0.02127311,0.4545008,1.632346,0.1709954,0.4840485,1.38074,0.09034452,-0.7603275,1.353848,0.3688065,-0.5556013,1.426265
1,49,0.1127147,0.8196285,1.841225,-0.0616143,0.5495267,1.849799,0.2729139,0.5250353,1.783341,0.110733,0.5937859,1.824155,0.01127761,-0.2932409,1.521492,0.3037411,-0.2890171,1.578183,-0.1291354,0.3107899,1.834493,0.2951431,0.3743828,1.613353,0.1163276,0.3648856,1.780461,0.004279286,0.4539229,1.626045,0.1671762,0.4737879,1.408797,0.09037016,-0.7618697,1.351988,0.3644132,-0.5577837,1.428927
1,50,0.08857467,0.8171293,1.849037,-0.109038,0.5532137,1.855692,0.2726411,0.5452822,1.842782,0.08115683,0.5919758,1.841716,-0.006832014,-0.2923379,1.535032,0.301537,-0.267751,1.555504,-0.1696568,0.3073781,1.787384,0.2869357,0.3301384,1.692146,0.08953093,0.3669388,1.792649,-0.02442393,0.4514575,1.602268,0.1468892,0.4826235,1.397359,0.08208968,-0.7608899,1.347163,0.3468344,-0.566951,1.436909
1,51,0.07768074,0.8177353,1.852377,-0.1087394,0.5530456,1.853784,0.2618645,0.5520298,1.848325,0.07507958,0.5915444,1.843354,-0.01014198,-0.2939706,1.541504,0.2991904,-0.2591998,1.530607,-0.1877657,0.2884483,1.781523,0.2840318,0.3047477,1.740132,0.0837542,0.3671447,1.794184,-0.0283528,0.4541867,1.571617,0.1773818,0.4101701,1.529943,0.04791179,-0.7510654,1.373502,0.3467767,-0.5651105,1.430215
1,52,0.0494489,0.8158728,1.860117,-0.1185949,0.5558587,1.84817,0.2319938,0.548204,1.858657,0.05619702,0.594075,1.848133,-0.01366795,-0.3005632,1.548081,0.2931792,-0.2097698,1.458539,-0.1681283,0.3454999,1.673788,0.2704066,0.281632,1.79107,0.06197647,0.3674162,1.798846,-0.00705512,0.4592683,1.45866,0.1851852,0.3583777,1.607281,0.04608193,-0.7487506,1.375232,0.2580566,-0.3894043,1.464844
1,53,0.0404128,0.8138514,1.861665,-0.118689,0.5559082,1.848061,0.2270848,0.5470729,1.859854,0.0485089,0.5938295,1.848495,-0.01741523,-0.3003975,1.549716,0.277288,-0.2095016,1.452274,-0.1618706,0.3527671,1.639019,0.2664245,0.2777379,1.794195,0.05762353,0.3661555,1.79891,-0.01579728,0.4332823,1.411664,0.1790726,0.3164489,1.663456,0.04375053,-0.7476631,1.375426,0.2593715,-0.3910478,1.459584
1,54,0.02754786,0.8090912,1.864359,-0.128582,0.5603157,1.842716,0.2118896,0.5459698,1.865174,0.04319228,0.5913486,1.849706,-0.0213041,-0.302009,1.54897,0.2627555,-0.2139428,1.451713,-0.1656136,0.3508057,1.637097,0.2705629,0.2815658,1.834629,0.05187294,0.3627767,1.800013,-0.01920384,0.4051731,1.35801,0.1756934,0.2924655,1.678911,0.04306725,-0.7471609,1.375843,0.3023266,-0.4122754,1.409461
1,55,0.01404199,0.8027526,1.865018,-0.1279818,0.5596739,1.84262,0.2109078,0.5455936,1.864921,0.04411374,0.5893707,1.849423,-0.02525584,-0.3094051,1.548598,0.257091,-0.215988,1.450484,-0.171759,0.3618812,1.624856,0.2662043,0.2805488,1.836256,0.05285911,0.3603393,1.800056,-0.02520883,0.3726774,1.321835,0.1430571,0.1793969,1.643166,0.02880983,-0.6935089,1.317741,0.2580566,-0.4257813,1.435547
1,56,0.002949098,0.7963113,1.864356,-0.1390263,0.5504867,1.828725,0.1869222,0.5379035,1.86261,0.01782458,0.5709915,1.848121,-0.02842221,-0.3166343,1.548681,0.2497567,-0.2210847,1.450972,-0.1871051,0.3553675,1.607847,0.2585438,0.2792617,1.835786,0.03016271,0.3453653,1.799167,-0.03797204,0.3502378,1.307683,0.1620974,0.2355603,1.5564,0.03260112,-0.6909551,1.318603,0.2569323,-0.4261272,1.434509
1,57,-0.003711674,0.7945563,1.863708,-0.1478711,0.5443932,1.825324,0.182326,0.536745,1.86169,0.01424337,0.5691184,1.848049,-0.02992334,-0.3190022,1.549397,0.2473526,-0.2228836,1.451747,-0.1966083,0.34584,1.607776,0.236173,0.2746614,1.804842,0.02540357,0.3427625,1.79927,-0.04772365,0.3481827,1.314777,0.1389457,0.2306069,1.522024,0.03279839,-0.6901683,1.318639,0.2513884,-0.4350101,1.426879
1,58,-0.01108435,0.7935914,1.862129,-0.1528951,0.5434462,1.826242,0.1767839,0.5363695,1.858526,0.01090795,0.5686149,1.847933,-0.03216833,-0.3169405,1.551642,0.2454283,-0.2274691,1.456896,-0.1939098,0.3358785,1.615778,0.2429368,0.279333,1.833402,0.02427611,0.3425228,1.79959,-0.05462221,0.3554304,1.349119,0.1514352,0.3565474,1.644114,0.03153489,-0.6892369,1.318319,0.2457544,-0.4791528,1.41714
1,59,-0.01663736,0.7943863,1.859683,-0.1638251,0.5407493,1.830013,0.1739644,0.5374994,1.855372,0.008202335,0.5698591,1.847968,-0.03403579,-0.313549,1.553367,0.2453018,-0.239065,1.47902,-0.2068794,0.3112136,1.645099,0.2441821,0.2790558,1.834168,0.02295902,0.3436379,1.8004,-0.06595971,0.3638836,1.403903,0.1368796,0.3879448,1.616442,0.02907517,-0.6892381,1.317368,0.2219828,-0.6881281,1.400839
1,60,-0.02008231,0.7963668,1.859049,-0.178951,0.536832,1.834517,0.172387,0.543143,1.853396,0.005582403,0.5719707,1.848016,-0.03486103,-0.3090635,1.554608,0.2448906,-0.2541552,1.519287,-0.2381128,0.2819395,1.701127,0.253277,0.317251,1.796758,0.02188919,0.3460422,1.80199,-0.08049228,0.3683388,1.465835,0.1057722,0.4133563,1.585569,0.02595453,-0.6898168,1.31682,0.2174214,-0.7083566,1.389825
2,61,-0.02288473,0.8000976,1.857441,-0.1810376,0.5349414,1.834892,0.1688208,0.5465685,1.843374,0.001615519,0.5756541,1.848054,-0.03136244,-0.3038341,1.545369,0.2456025,-0.2752464,1.563177,-0.2446161,0.2719343,1.781294,0.2356891,0.3512866,1.70575,0.02129165,0.3483231,1.803121,-0.1010752,0.3648408,1.571653,0.07332127,0.4368441,1.510332,0.04045245,-0.7504575,1.371688,0.2170768,-0.7209126,1.380264
2,62,-0.02489174,0.8000588,1.854946,-0.1832615,0.5316781,1.836656,0.1597219,0.5459288,1.825922,0.00176603,0.577094,1.84699,-0.01454737,-0.2898536,1.507653,0.2346063,-0.3115263,1.581661,-0.2420858,0.2774887,1.837958,0.2030973,0.3899468,1.61078,0.02179864,0.3484938,1.802978,-0.1164173,0.3476266,1.648944,0.009053912,0.4404094,1.399868,0.04098104,-0.7504342,1.370541,0.2174172,-0.7206638,1.380137
2,63,-0.02676832,0.7988756,1.852573,-0.1793271,0.5310348,1.833913,0.1620242,0.5518019,1.833625,0.001741186,0.5770717,1.846717,-0.01393508,-0.288831,1.505398,0.2288742,-0.3306884,1.575917,-0.237565,0.2755838,1.834205,0.1964245,0.3968934,1.594629,0.02186816,0.348436,1.802875,-0.1220338,0.3387936,1.663178,0.01518353,0.4154719,1.360033,0.04011805,-0.7480012,1.371555,0.2253877,-0.7202738,1.37678
2,64,-0.03005212,0.7977515,1.848089,-0.1765451,0.5319303,1.83085,0.1602055,0.552211,1.831739,0.001679433,0.5767573,1.846029,-0.01231301,-0.2879172,1.507298,0.2223335,-0.3525197,1.558782,-0.2022311,0.2969216,1.769553,0.1561804,0.4190712,1.56231,0.02181867,0.3483359,1.802637,-0.08376874,0.4454153,1.574034,0.0283989,0.3726503,1.324504,0.04076026,-0.7457535,1.370157,0.22312,-0.727747,1.369182
2,65,-0.03319984,0.7982311,1.844789,-0.1751397,0.5328501,1.829077,0.1589641,0.5531262,1.830466,0.001381158,0.5766296,1.845113,-0.01145171,-0.28734,1.510538,0.2214167,-0.3529655,1.556301,-0.205125,0.2960021,1.774026,0.1730462,0.3833523,1.585423,0.02165997,0.3484865,1.802295,-0.08527926,0.4248099,1.564431,0.03085487,0.3644418,1.341497,0.04095498,-0.7449316,1.370707,0.2225031,-0.728802,1.369437
2,66,-0.04337706,0.8025652,1.840267,-0.1756096,0.5335842,1.828026,0.1584072,0.5532835,1.830142,-0.0001414701,0.577502,1.844003,-0.02354374,-0.2932586,1.533376,0.218527,-0.3478101,1.55065,-0.2257943,0.2862449,1.774908,0.16531,0.3713907,1.589811,0.01986725,0.3506157,1.800996,-0.1450297,0.3771488,1.594068,-0.01197655,0.3684321,1.265711,0.04182768,-0.7470496,1.369526,0.2247715,-0.7265387,1.372877
2,67,-0.0529614,0.8051904,1.83668,-0.1932257,0.536079,1.828021,0.148008,0.5515928,1.820811,-0.009111525,0.5841593,1.838388,-0.02691777,-0.2936817,1.539859,0.2176438,-0.3462394,1.54675,-0.2416989,0.2715793,1.775195,0.2155605,0.3134745,1.677526,0.01452903,0.3558514,1.797676,-0.1399266,0.3736807,1.560485,0.06140892,0.3355402,1.451059,0.04282788,-0.747961,1.370342,0.2269273,-0.7225756,1.376857
2,68,-0.09964062,0.788148,1.818803,-0.1994219,0.5221491,1.823779,0.1403162,0.5502127,1.805675,-0.02713488,0.5799279,1.824847,-0.03827204,-0.3171072,1.544711,0.1988615,-0.3034722,1.486786,-0.2549778,0.346465,1.660634,0.2383864,0.3666141,1.851264,0.003767045,0.3530878,1.78253,-0.09748637,0.2877578,1.375836,0.1300197,0.2458638,1.570056,0.0425581,-0.7471626,1.370914,0.2311874,-0.7222474,1.380418
2,69,-0.1008574,0.786724,1.817587,-0.2012766,0.5153432,1.819916,0.1387497,0.5501504,1.802322,-0.02557842,0.5788447,1.825633,-0.03949782,-0.3208536,1.543604,0.1982842,-0.3033197,1.4844,-0.2340437,0.3413919,1.622229,0.2407108,0.3661777,1.851679,0.004006327,0.3520957,1.781317,-0.1001901,0.2610209,1.35151,0.159323,0.2178333,1.601135,0.01505199,-0.7005427,1.316101,0.2294946,-0.7228826,1.380502
2,70,-0.1028356,0.7842984,1.815073,-0.2026181,0.5110989,1.815652,0.1377115,0.5505464,1.800281,-0.02593704,0.5782904,1.824805,-0.04031952,-0.3218486,1.542576,0.1975815,-0.3004551,1.476609,-0.2298191,0.3114879,1.591729,0.2512836,0.367181,1.84965,0.002272683,0.3510762,1.777765,-0.1008355,0.255271,1.345976,0.1538682,0.2302158,1.623071,0.03333256,-0.7492912,1.367655,0.2193887,-0.71786,1.37404
2,71,-0.102353,0.7836039,1.809957,-0.2011059,0.506312,1.804461,0.138201,0.552107,1.798072,-0.0262352,0.5790164,1.814537,-0.0396736,-0.320725,1.539686,0.2108942,-0.2717556,1.45401,-0.2314307,0.2774169,1.63751,0.2727894,0.3820049,1.797318,0.0009002824,0.3526036,1.768008,-0.081034,0.2996002,1.390971,0.1285808,0.26725,1.454182,0.0320823,-0.7490296,1.366069,0.2494244,-0.6334906,1.278057
2,72,-0.09951621,0.7846218,1.803789,-0.2011053,0.5063297,1.804441,0.1382919,0.5521297,1.796707,-0.02445576,0.5797387,1.80894,-0.03669603,-0.3170897,1.533692,0.2155083,-0.273399,1.450077,-0.2292226,0.2768747,1.649632,0.2813247,0.3864802,1.78829,0.002604236,0.3544269,1.762466,-0.0751341,0.3207095,1.429224,0.1421492,0.4023612,1.644492,0.03139764,-0.7480341,1.366494,0.2399097,-0.713347,1.333688
2,73,-0.09328352,0.7878857,1.797797,-0.1935962,0.5067198,1.791987,0.1380987,0.5564534,1.788827,-0.02022472,0.581463,1.802712,-0.03034841,-0.3117729,1.526623,0.2281946,-0.2795889,1.441428,-0.2187854,0.2750546,1.684126,0.3011409,0.3956212,1.769079,0.007543597,0.3564111,1.755648,-0.0730023,0.3330155,1.46885,0.1271377,0.4614305,1.598927,0.01701518,-0.703668,1.317669,0.2732449,-0.6324347,1.228339
2,74,-0.08368398,0.7917876,1.791953,-0.1898216,0.5087067,1.786569,0.1401172,0.5572451,1.784083,-0.0133697,0.5839385,1.796326,-0.01967326,-0.2976936,1.519289,0.2523419,-0.3132434,1.424024,-0.2129105,0.2755391,1.699375,0.3147223,0.4010455,1.752732,0.01419589,0.3587897,1.749392,-0.06854291,0.3387508,1.501467,0.144507,0.4571566,1.610751,0.03664225,-0.7478499,1.369934,0.2421094,-0.7076905,1.306864
2,75,-0.07125843,0.7954208,1.784555,-0.1860281,0.5108446,1.782348,0.146332,0.5551473,1.779781,-0.005656122,0.5863129,1.789981,-0.01341063,-0.2965539,1.514295,0.2569435,-0.3150997,1.421998,-0.1849537,0.2762978,1.705464,0.3306681,0.4044819,1.730522,0.0223819,0.3604722,1.743012,-0.06225123,0.340269,1.52927,0.1516488,0.4748428,1.58031,0.03622334,-0.7470764,1.367669,0.251001,-0.708459,1.291651
2,76,-0.05854928,0.7982723,1.77801,-0.178321,0.5137169,1.776114,0.1607314,0.5341125,1.763442,0.002738049,0.5872403,1.783178,-0.005298641,-0.2994961,1.506468,0.2647784,-0.3168682,1.419876,-0.1735147,0.2866218,1.70875,0.3413773,0.4053997,1.698272,0.0309528,0.3595425,1.736079,-0.05323514,0.3378903,1.551553,0.1513349,0.489361,1.555198,0.03433452,-0.7454868,1.365038,0.2713071,-0.7119775,1.272433
2,77,-0.04466734,0.8000467,1.771343,-0.1706506,0.5172638,1.771049,0.1810773,0.5086513,1.750669,0.0128067,0.5865579,1.774594,-0.0002214314,-0.2996215,1.500926,0.278584,-0.3167913,1.418198,-0.1668262,0.2940391,1.711934,0.3523488,0.4032584,1.663574,0.04048981,0.3569244,1.727394,-0.05583314,0.3039205,1.588709,0.1502763,0.4998063,1.534704,0.03488708,-0.7441103,1.36384,0.2885321,-0.7168836,1.26052
2,78,-0.03056889,0.8027763,1.765021,-0.1617946,0.5216179,1.767215,0.1873098,0.5035812,1.745751,0.02207708,0.5860194,1.767045,0.00475615,-0.3010333,1.496574,0.2819691,-0.3143815,1.421511,-0.1627432,0.2938043,1.730052,0.3599341,0.4008612,1.658369,0.04964192,0.3554216,1.720657,0.005145744,0.198844,1.574981,0.1541798,0.5071603,1.523592,0.03464143,-0.7422322,1.36321,0.3018125,-0.7148453,1.256427
2,79,0.00230038,0.8113223,1.751468,-0.1378032,0.5336207,1.760207,0.2077485,0.5125979,1.720338,0.04844318,0.5923492,1.750623,0.01165638,-0.3002068,1.492556,0.3193538,-0.2720702,1.440253,-0.1629248,0.2976342,1.74386,0.3729665,0.395285,1.637101,0.07301249,0.3603924,1.705526,0.004267183,0.2053896,1.570329,0.1724317,0.5072449,1.510128,0.03982757,-0.7440999,1.359685,0.3381481,-0.6643929,1.258247
2,80,0.01253576,0.8151404,1.747075,-0.1292783,0.5382481,1.757334,0.2308775,0.533447,1.715559,0.06147903,0.5974216,1.744511,0.02045199,-0.2952497,1.49146,0.3203014,-0.2715439,1.439464,-0.1596454,0.300424,1.743941,0.3767329,0.3900487,1.636014,0.08464876,0.3660062,1.699586,0.008589636,0.2093574,1.567144,0.1844314,0.4971572,1.506212,0.04202843,-0.7451593,1.358211,0.3835449,-0.6435547,1.241211
2,81,0.02691492,0.8225684,1.741934,-0.1252779,0.5402933,1.756259,0.2311097,0.5343856,1.715015,0.07408364,0.6044576,1.738086,0.02567771,-0.291593,1.493164,0.322575,-0.2699607,1.437683,-0.1494525,0.3060198,1.733804,0.3767096,0.3911794,1.634452,0.09529727,0.3717971,1.694343,-0.003654329,0.3580858,1.563935,0.198141,0.4815027,1.503409,0.04352229,-0.7455022,1.357719,0.3494486,-0.6592915,1.255199
2,82,0.04072256,0.8300725,1.737426,-0.09548647,0.5528083,1.746228,0.2773573,0.5980833,1.711547,0.09032189,0.6128725,1.730438,0.03074649,-0.2884664,1.495583,0.3258922,-0.2685844,1.432298,-0.1282351,0.3009597,1.706701,0.3831635,0.3918579,1.642931,0.1112429,0.3815582,1.688269,0.01600794,0.401947,1.524824,0.2012534,0.479742,1.488425,0.05860727,-0.7483099,1.369725,0.3480671,-0.6605365,1.255916
2,83,0.05574525,0.836457,1.732791,-0.07780713,0.559042,1.7399,0.285711,0.5960142,1.704141,0.1073652,0.619803,1.72266,0.03917278,-0.2870566,1.500526,0.3298783,-0.2704681,1.425155,-0.1353138,0.2975341,1.705417,0.3851003,0.3891111,1.641451,0.1235635,0.3860283,1.682431,0.02768874,0.4048601,1.488065,0.2193334,0.4593262,1.481789,0.06758931,-0.7486171,1.371997,0.3449113,-0.6618894,1.257224
2,84,0.1143089,0.846375,1.70423,-0.01544598,0.5596191,1.709639,0.3381735,0.5819613,1.654527,0.1644227,0.6283759,1.687224,0.05307655,-0.2830455,1.501305,0.3400671,-0.2785436,1.38681,-0.06071677,0.3417388,1.621947,0.4453111,0.3824084,1.670416,0.1749501,0.3925487,1.649278,0.08088185,0.3748441,1.367125,0.174212,0.3714059,1.513631,0.07143909,-0.7487312,1.37284,0.3210987,-0.6762651,1.274264
