HeadX, HeadY, HeadZ, ShoulderLeftX, ShoulderLeftY, ShoulderLeftZ, ShoulderRightX, ShoulderRightY, ShoulderRightZ, ShoulderCenterX, ShoulderCenterY, ShoulderCenterZ, KneeLeftX, KneeLeftY, KneeLeftZ, KneeRightX, KneeRightY, KneeRightZ, ElbowLeftX, ElbowLeftY, ElbowLeftZ, ElbowRightX, ElbowRightY, ElbowRightZ, SpineX, SpineY, SpineZ, LeftHandX, LeftHandY, LeftHandZ, RightHandX, RightHandY, RightHandZ, LeftFootX, LeftFootY, LeftFootZ, RightFootX, RightFootY, RightFootZ
-0.0596035,0.7970754,2.164561,-0.2013595,0.5265231,2.213614,0.1215463,0.5287169,2.158193,-0.0420319,0.5637686,2.165059,-0.1389677,-0.4737997,1.981884,0.1514698,-0.463101,1.98526,-0.2443679,0.3022641,2.239862,0.209694,0.3237767,2.244503,-0.02999794,0.3274852,2.137294,-0.2741098,0.3303646,1.965913,0.05148729,0.3953379,2.005341,-0.1618531,-0.8871152,1.758246,0.1750822,-0.8783719,1.793679
-0.06580877,0.7970794,2.166312,-0.2142607,0.52454,2.212125,0.1153279,0.5301237,2.161838,-0.05146834,0.5632514,2.165557,-0.1434836,-0.4771683,1.981186,0.1494106,-0.4688371,1.984393,-0.2479038,0.2990142,2.237576,0.2099636,0.3252344,2.25828,-0.04160712,0.3270362,2.136679,-0.280785,0.3309671,1.961217,0.04486899,0.394067,2.003074,-0.1593501,-0.886741,1.758588,0.1731463,-0.8758383,1.793829
-0.07731991,0.7949299,2.166474,-0.2451957,0.5222319,2.20152,0.08374444,0.5319946,2.180148,-0.07403927,0.5597122,2.164881,-0.1515436,-0.4769754,1.978636,0.1460059,-0.4696681,1.983176,-0.2674448,0.2736586,2.151489,0.1932745,0.34633,2.301916,-0.06773542,0.3242153,2.135536,-0.28113,0.3240905,1.908083,0.02385364,0.3609093,1.989021,-0.1431485,-0.8977861,1.847534,0.16495,-0.8841651,1.806271
-0.08005758,0.7946785,2.165824,-0.246969,0.522565,2.199566,0.08386994,0.5331733,2.183746,-0.07655378,0.5595102,2.165255,-0.153737,-0.4769685,1.977839,0.1429578,-0.4699142,1.982605,-0.2644384,0.2884926,2.115108,0.2161254,0.4308842,2.422612,-0.07002857,0.3240873,2.135919,-0.2893731,0.3243831,1.925696,0.01815186,0.3660021,2.003035,-0.145549,-0.9034514,1.840953,0.1660326,-0.8835096,1.813786
-0.08111612,0.7949591,2.165936,-0.241974,0.5244543,2.199978,0.08632939,0.5314735,2.178054,-0.07430582,0.5598939,2.164954,-0.1563861,-0.4803905,1.97725,0.1400593,-0.46973,1.98313,-0.2629316,0.289387,2.113146,0.2159445,0.4308372,2.419971,-0.06966124,0.3239236,2.135856,-0.2789003,0.3257027,1.918039,0.01826425,0.3772085,2.009449,-0.1458287,-0.9045757,1.84175,0.1686011,-0.8826545,1.81684
-0.08124502,0.7950594,2.165864,-0.2420828,0.525416,2.198484,0.08554136,0.5313668,2.177877,-0.072682,0.5605021,2.164642,-0.1573286,-0.4813331,1.977022,0.1383631,-0.4783601,1.984588,-0.2605704,0.2921423,2.105682,0.2156224,0.4314192,2.420923,-0.06929448,0.3240275,2.135861,-0.2880518,0.2705418,1.765542,0.02279061,0.3810146,2.015773,-0.146716,-0.9004952,1.845751,0.1623469,-0.8930467,1.830236
-0.08104207,0.7953462,2.165273,-0.2419428,0.5260468,2.196629,0.08516233,0.5319235,2.178076,-0.07492336,0.5611407,2.164268,-0.1577085,-0.481688,1.9768,0.1375964,-0.479761,1.985339,-0.2594884,0.2921946,2.104414,0.2154511,0.4322372,2.422179,-0.06955139,0.3240311,2.135764,-0.2650049,0.3398274,1.906588,0.02959007,0.3847828,2.018277,-0.1467182,-0.9000316,1.847343,0.1614379,-0.8931208,1.830303
-0.08030767,0.7958969,2.165198,-0.2416865,0.5264518,2.19478,0.08487319,0.5321404,2.178422,-0.07580714,0.5617533,2.164151,-0.1577061,-0.4798764,1.976058,0.1369103,-0.4797788,1.987497,-0.258095,0.2934636,2.098086,0.215011,0.4344052,2.424282,-0.06954398,0.3240834,2.135803,-0.24916,0.3354543,1.898229,0.03781923,0.386724,2.021284,-0.1461222,-0.8988167,1.848361,0.1647384,-0.8892264,1.817621
-0.07729014,0.7959259,2.163848,-0.2393049,0.5266819,2.190106,0.08460566,0.5325125,2.179493,-0.07558789,0.5618471,2.163789,-0.1572954,-0.4786454,1.97472,0.1368203,-0.4787897,1.988517,-0.254173,0.294626,2.090084,0.2155412,0.4344139,2.425821,-0.06839951,0.3240678,2.135743,-0.2401014,0.3341534,1.894808,0.04314957,0.3846255,2.024236,-0.1426921,-0.8890693,1.784075,0.1707457,-0.8834999,1.813915
-0.07179032,0.796771,2.163491,-0.233596,0.5171764,2.164669,0.08545813,0.5375057,2.197426,-0.07512634,0.5621988,2.163616,-0.156549,-0.4779841,1.974176,0.1387819,-0.4817444,1.989876,-0.311711,0.2871219,2.237365,0.2211145,0.4313797,2.43949,-0.06526137,0.3245015,2.136126,-0.2271667,0.3308645,1.888427,0.1838843,0.07270057,2.39804,-0.1277142,-0.891883,1.780484,0.1703428,-0.8822996,1.810227
-0.06486136,0.795933,2.161416,-0.2327753,0.5199422,2.169136,0.08643669,0.5361828,2.193758,-0.07091482,0.562392,2.16206,-0.1522728,-0.4712116,1.972974,0.1403531,-0.4804533,1.99086,-0.3108914,0.2911205,2.24447,0.2221401,0.4299738,2.436701,-0.05929656,0.3244451,2.135308,-0.2121897,0.3282055,1.883935,0.1882715,0.07683932,2.398412,-0.1327513,-0.8624656,1.799777,0.1697523,-0.8814605,1.808492
-0.01168906,0.7992775,2.152668,-0.1742638,0.5337151,2.146494,0.1366581,0.4806939,2.115891,-0.02753164,0.5686107,2.158556,-0.04873481,-0.4964136,2.120699,0.174091,-0.4627712,2.004555,-0.2379796,0.2963329,2.18474,0.2260224,0.3080295,2.347605,-0.01281226,0.3234821,2.13661,-0.1354056,0.3383603,1.872398,0.3124912,-0.08674826,2.346407,-0.1002228,-0.9781118,1.940132,0.1719155,-0.8995426,1.822352
-0.0009238419,0.7990549,2.151479,-0.1634762,0.5327212,2.143645,0.1452047,0.4732403,2.114719,-0.01888389,0.5693937,2.158979,-0.04806098,-0.4961371,2.12094,0.1143301,-0.5055777,2.132328,-0.2323312,0.2967597,2.190136,0.2297572,0.2974519,2.345945,-0.003081073,0.3226792,2.137577,-0.1277978,0.3378939,1.87156,0.3180067,-0.09717689,2.33916,-0.1085205,-0.9819336,1.921875,0.1709703,-0.8979817,1.820358
